horizon,fold,model,selected_model,attribution_role,feature,mae_increase,repeat_std,scored_rows
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_1,0.32564399898494373,0.015211468127250305,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_2,0.09460711900240544,0.0035973628445723775,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_3,0.00887259795663257,0.004185199655899078,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_4,0.15107787238601636,0.006514927389040782,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_5,0.09169037680946109,0.007605369634086877,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_6,0.11438299759041588,0.020763460648256203,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_7,0.19970294464325664,0.025346171295272796,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_96,0.2692098339410383,0.003294161930458534,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,lag_672,0.11089094245157553,0.01998988515122703,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,target_slot_1d_ago,0.27772197741219795,0.012690201503881086,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,target_slot_7d_ago,2.5742137303484802,0.07712523325300284,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_1_mean,0.0,0.0,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_1_max,0.0,0.0,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_1_std,0.0,0.0,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_4_mean,0.04280904591060549,0.0019620354107662942,1500
1,1,lgbm_no_holiday,p1_latest,development_comparator_not_selected,recent_4_max,0.044582964522352775,0.002889619231630382,1500
