horizon,cl_ratio,rev,ci_low,ci_high,n,event_rate
4,0.01,1.8381836888999256e-16,0.0,5.63895362195346e-16,7551,0.05628393590252947
4,0.05,0.8557395453269716,0.79587481976715,0.8842722377300659,7551,0.05628393590252947
4,0.1,0.7905882352941177,0.6803365651318775,0.8516092737474316,7551,0.05628393590252947
4,0.2,0.658235294117647,0.5119084884949995,0.7448250284551065,7551,0.05628393590252947
4,0.3,0.5200000000000001,0.3387152053432354,0.6341329646434436,7551,0.05628393590252947
4,0.5,0.17647058823529413,0.028654958790459126,0.2847870540323508,7551,0.05628393590252947
