horizon,fold,partition,feature,n,missing_n,missing_rate
1,2,raw_train,cbl_mid_6_10_adjusted,16924,1439,0.08502718033561805
1,2,raw_validation,current,4232,192,0.045368620037807186
1,2,raw_validation,lag_1,4232,192,0.045368620037807186
1,2,raw_validation,lag_2,4232,192,0.045368620037807186
1,2,raw_validation,lag_3,4232,192,0.045368620037807186
1,2,raw_validation,lag_4,4232,192,0.045368620037807186
1,2,raw_validation,lag_5,4232,192,0.045368620037807186
1,2,raw_validation,lag_6,4232,192,0.045368620037807186
1,2,raw_validation,lag_7,4232,192,0.045368620037807186
1,2,raw_validation,lag_96,4232,192,0.045368620037807186
1,2,raw_validation,lag_672,4232,192,0.045368620037807186
1,2,raw_validation,target_slot_1d_ago,4232,192,0.045368620037807186
1,2,raw_validation,target_slot_7d_ago,4232,192,0.045368620037807186
1,2,raw_validation,recent_1_mean,4232,192,0.045368620037807186
1,2,raw_validation,recent_1_max,4232,192,0.045368620037807186
1,2,raw_validation,recent_1_std,4232,192,0.045368620037807186
1,2,raw_validation,recent_4_mean,4232,198,0.04678638941398866
1,2,raw_validation,recent_4_max,4232,198,0.04678638941398866
1,2,raw_validation,recent_4_std,4232,198,0.04678638941398866
1,2,raw_validation,recent_16_mean,4232,222,0.05245746691871456
1,2,raw_validation,recent_16_max,4232,222,0.05245746691871456
1,2,raw_validation,recent_16_std,4232,222,0.05245746691871456
1,2,raw_validation,recent_96_mean,4232,382,0.09026465028355388
1,2,raw_validation,recent_96_max,4232,382,0.09026465028355388
1,2,raw_validation,recent_96_std,4232,382,0.09026465028355388
1,2,raw_validation,recent_4_slope,4232,198,0.04678638941398866
1,2,raw_validation,peak_count_7d,4232,959,0.22660680529300567
1,2,raw_validation,since_last_peak_intervals,4232,0,0.0
1,2,raw_validation,target_hour,4232,0,0.0
1,2,raw_validation,target_quarter,4232,0,0.0
1,2,raw_validation,target_weekday,4232,0,0.0
1,2,raw_validation,target_month,4232,0,0.0
1,2,raw_validation,is_offday,4232,0,0.0
1,2,raw_validation,pre_holiday,4232,0,0.0
1,2,raw_validation,post_holiday,4232,0,0.0
1,2,raw_validation,bridge_day,4232,0,0.0
1,2,raw_validation,labor_day,4232,0,0.0
1,2,raw_validation,production_completed_1h,4232,192,0.045368620037807186
1,2,raw_validation,production_completed_2h,4232,192,0.045368620037807186
1,2,raw_validation,production_completed_3h,4232,192,0.045368620037807186
1,2,raw_validation,production_previous_day_total,4232,192,0.045368620037807186
1,2,raw_validation,production_same_slot_7d_mean,4232,864,0.20415879017013233
1,2,raw_validation,cbl_mid_6_10,4232,0,0.0
1,2,raw_validation,cbl_mid_6_10_adjusted,4232,383,0.09050094517958412
1,2,fit,current,12387,0,0.0
1,2,fit,lag_1,12387,0,0.0
1,2,fit,lag_2,12387,0,0.0
1,2,fit,lag_3,12387,0,0.0
1,2,fit,lag_4,12387,0,0.0
1,2,fit,lag_5,12387,0,0.0
1,2,fit,lag_6,12387,0,0.0
1,2,fit,lag_7,12387,0,0.0
1,2,fit,lag_96,12387,0,0.0
1,2,fit,lag_672,12387,0,0.0
1,2,fit,target_slot_1d_ago,12387,0,0.0
1,2,fit,target_slot_7d_ago,12387,0,0.0
1,2,fit,recent_1_mean,12387,0,0.0
1,2,fit,recent_1_max,12387,0,0.0
1,2,fit,recent_1_std,12387,0,0.0
1,2,fit,recent_4_mean,12387,0,0.0
1,2,fit,recent_4_max,12387,0,0.0
1,2,fit,recent_4_std,12387,0,0.0
1,2,fit,recent_16_mean,12387,0,0.0
1,2,fit,recent_16_max,12387,0,0.0
1,2,fit,recent_16_std,12387,0,0.0
1,2,fit,recent_96_mean,12387,0,0.0
1,2,fit,recent_96_max,12387,0,0.0
1,2,fit,recent_96_std,12387,0,0.0
1,2,fit,recent_4_slope,12387,0,0.0
1,2,fit,peak_count_7d,12387,0,0.0
1,2,fit,since_last_peak_intervals,12387,0,0.0
1,2,fit,target_hour,12387,0,0.0
1,2,fit,target_quarter,12387,0,0.0
1,2,fit,target_weekday,12387,0,0.0
1,2,fit,target_month,12387,0,0.0
1,2,fit,is_offday,12387,0,0.0
1,2,fit,pre_holiday,12387,0,0.0
1,2,fit,post_holiday,12387,0,0.0
1,2,fit,bridge_day,12387,0,0.0
1,2,fit,labor_day,12387,0,0.0
1,2,fit,production_completed_1h,12387,0,0.0
1,2,fit,production_completed_2h,12387,0,0.0
1,2,fit,production_completed_3h,12387,0,0.0
1,2,fit,production_previous_day_total,12387,0,0.0
1,2,fit,production_same_slot_7d_mean,12387,0,0.0
1,2,fit,cbl_mid_6_10,12387,0,0.0
1,2,fit,cbl_mid_6_10_adjusted,12387,0,0.0
1,2,stop,current,3097,0,0.0
1,2,stop,lag_1,3097,0,0.0
1,2,stop,lag_2,3097,0,0.0
1,2,stop,lag_3,3097,0,0.0
1,2,stop,lag_4,3097,0,0.0
1,2,stop,lag_5,3097,0,0.0
1,2,stop,lag_6,3097,0,0.0
1,2,stop,lag_7,3097,0,0.0
1,2,stop,lag_96,3097,0,0.0
1,2,stop,lag_672,3097,0,0.0
1,2,stop,target_slot_1d_ago,3097,0,0.0
1,2,stop,target_slot_7d_ago,3097,0,0.0
1,2,stop,recent_1_mean,3097,0,0.0
1,2,stop,recent_1_max,3097,0,0.0
1,2,stop,recent_1_std,3097,0,0.0
1,2,stop,recent_4_mean,3097,0,0.0
1,2,stop,recent_4_max,3097,0,0.0
1,2,stop,recent_4_std,3097,0,0.0
1,2,stop,recent_16_mean,3097,0,0.0
1,2,stop,recent_16_max,3097,0,0.0
1,2,stop,recent_16_std,3097,0,0.0
1,2,stop,recent_96_mean,3097,0,0.0
1,2,stop,recent_96_max,3097,0,0.0
1,2,stop,recent_96_std,3097,0,0.0
1,2,stop,recent_4_slope,3097,0,0.0
1,2,stop,peak_count_7d,3097,0,0.0
1,2,stop,since_last_peak_intervals,3097,0,0.0
1,2,stop,target_hour,3097,0,0.0
1,2,stop,target_quarter,3097,0,0.0
1,2,stop,target_weekday,3097,0,0.0
1,2,stop,target_month,3097,0,0.0
1,2,stop,is_offday,3097,0,0.0
1,2,stop,pre_holiday,3097,0,0.0
1,2,stop,post_holiday,3097,0,0.0
1,2,stop,bridge_day,3097,0,0.0
1,2,stop,labor_day,3097,0,0.0
1,2,stop,production_completed_1h,3097,0,0.0
1,2,stop,production_completed_2h,3097,0,0.0
1,2,stop,production_completed_3h,3097,0,0.0
1,2,stop,production_previous_day_total,3097,0,0.0
1,2,stop,production_same_slot_7d_mean,3097,0,0.0
1,2,stop,cbl_mid_6_10,3097,0,0.0
1,2,stop,cbl_mid_6_10_adjusted,3097,0,0.0
1,2,cal,current,1111,0,0.0
1,2,cal,lag_1,1111,0,0.0
1,2,cal,lag_2,1111,0,0.0
1,2,cal,lag_3,1111,0,0.0
1,2,cal,lag_4,1111,0,0.0
1,2,cal,lag_5,1111,0,0.0
1,2,cal,lag_6,1111,0,0.0
1,2,cal,lag_7,1111,0,0.0
1,2,cal,lag_96,1111,0,0.0
1,2,cal,lag_672,1111,0,0.0
1,2,cal,target_slot_1d_ago,1111,0,0.0
1,2,cal,target_slot_7d_ago,1111,0,0.0
1,2,cal,recent_1_mean,1111,0,0.0
1,2,cal,recent_1_max,1111,0,0.0
1,2,cal,recent_1_std,1111,0,0.0
1,2,cal,recent_4_mean,1111,0,0.0
1,2,cal,recent_4_max,1111,0,0.0
1,2,cal,recent_4_std,1111,0,0.0
1,2,cal,recent_16_mean,1111,0,0.0
1,2,cal,recent_16_max,1111,0,0.0
1,2,cal,recent_16_std,1111,0,0.0
1,2,cal,recent_96_mean,1111,0,0.0
1,2,cal,recent_96_max,1111,0,0.0
1,2,cal,recent_96_std,1111,0,0.0
1,2,cal,recent_4_slope,1111,0,0.0
1,2,cal,peak_count_7d,1111,0,0.0
1,2,cal,since_last_peak_intervals,1111,0,0.0
1,2,cal,target_hour,1111,0,0.0
1,2,cal,target_quarter,1111,0,0.0
1,2,cal,target_weekday,1111,0,0.0
1,2,cal,target_month,1111,0,0.0
1,2,cal,is_offday,1111,0,0.0
1,2,cal,pre_holiday,1111,0,0.0
1,2,cal,post_holiday,1111,0,0.0
1,2,cal,bridge_day,1111,0,0.0
1,2,cal,labor_day,1111,0,0.0
1,2,cal,production_completed_1h,1111,0,0.0
1,2,cal,production_completed_2h,1111,0,0.0
1,2,cal,production_completed_3h,1111,0,0.0
1,2,cal,production_previous_day_total,1111,0,0.0
1,2,cal,production_same_slot_7d_mean,1111,0,0.0
1,2,cal,cbl_mid_6_10,1111,0,0.0
1,2,cal,cbl_mid_6_10_adjusted,1111,0,0.0
1,2,score,current,2064,0,0.0
1,2,score,lag_1,2064,0,0.0
1,2,score,lag_2,2064,0,0.0
1,2,score,lag_3,2064,0,0.0
1,2,score,lag_4,2064,0,0.0
1,2,score,lag_5,2064,0,0.0
1,2,score,lag_6,2064,0,0.0
1,2,score,lag_7,2064,0,0.0
1,2,score,lag_96,2064,0,0.0
1,2,score,lag_672,2064,0,0.0
1,2,score,target_slot_1d_ago,2064,0,0.0
1,2,score,target_slot_7d_ago,2064,0,0.0
1,2,score,recent_1_mean,2064,0,0.0
1,2,score,recent_1_max,2064,0,0.0
1,2,score,recent_1_std,2064,0,0.0
1,2,score,recent_4_mean,2064,0,0.0
1,2,score,recent_4_max,2064,0,0.0
1,2,score,recent_4_std,2064,0,0.0
1,2,score,recent_16_mean,2064,0,0.0
1,2,score,recent_16_max,2064,0,0.0
1,2,score,recent_16_std,2064,0,0.0
1,2,score,recent_96_mean,2064,0,0.0
1,2,score,recent_96_max,2064,0,0.0
1,2,score,recent_96_std,2064,0,0.0
1,2,score,recent_4_slope,2064,0,0.0
1,2,score,peak_count_7d,2064,0,0.0
1,2,score,since_last_peak_intervals,2064,0,0.0
1,2,score,target_hour,2064,0,0.0
1,2,score,target_quarter,2064,0,0.0
1,2,score,target_weekday,2064,0,0.0
1,2,score,target_month,2064,0,0.0
1,2,score,is_offday,2064,0,0.0
1,2,score,pre_holiday,2064,0,0.0
1,2,score,post_holiday,2064,0,0.0
1,2,score,bridge_day,2064,0,0.0
1,2,score,labor_day,2064,0,0.0
1,2,score,production_completed_1h,2064,0,0.0
1,2,score,production_completed_2h,2064,0,0.0
1,2,score,production_completed_3h,2064,0,0.0
1,2,score,production_previous_day_total,2064,0,0.0
1,2,score,production_same_slot_7d_mean,2064,0,0.0
1,2,score,cbl_mid_6_10,2064,0,0.0
1,2,score,cbl_mid_6_10_adjusted,2064,0,0.0
4,0,raw_train,current,8459,0,0.0
4,0,raw_train,lag_1,8459,1,0.00011821728336682824
4,0,raw_train,lag_2,8459,2,0.00023643456673365647
4,0,raw_train,lag_3,8459,3,0.0003546518501004847
4,0,raw_train,lag_4,8459,4,0.00047286913346731294
4,0,raw_train,lag_5,8459,5,0.0005910864168341412
4,0,raw_train,lag_6,8459,6,0.0007093037002009694
4,0,raw_train,lag_7,8459,7,0.0008275209835677976
4,0,raw_train,lag_96,8459,96,0.01134885920321551
4,0,raw_train,lag_672,8459,672,0.07944201442250858
4,0,raw_train,target_slot_1d_ago,8459,92,0.010875990069748197
4,0,raw_train,target_slot_7d_ago,8459,668,0.07896914528904125
4,0,raw_train,recent_1_mean,8459,0,0.0
4,0,raw_train,recent_1_max,8459,0,0.0
4,0,raw_train,recent_1_std,8459,0,0.0
4,0,raw_train,recent_4_mean,8459,3,0.0003546518501004847
4,0,raw_train,recent_4_max,8459,3,0.0003546518501004847
4,0,raw_train,recent_4_std,8459,3,0.0003546518501004847
4,0,raw_train,recent_16_mean,8459,15,0.0017732592505024234
4,0,raw_train,recent_16_max,8459,15,0.0017732592505024234
4,0,raw_train,recent_16_std,8459,15,0.0017732592505024234
4,0,raw_train,recent_96_mean,8459,95,0.011230641919848681
4,0,raw_train,recent_96_max,8459,95,0.011230641919848681
4,0,raw_train,recent_96_std,8459,95,0.011230641919848681
4,0,raw_train,recent_4_slope,8459,3,0.0003546518501004847
4,0,raw_train,peak_count_7d,8459,671,0.07932379713914174
4,0,raw_train,since_last_peak_intervals,8459,0,0.0
4,0,raw_train,target_hour,8459,0,0.0
4,0,raw_train,target_quarter,8459,0,0.0
4,0,raw_train,target_weekday,8459,0,0.0
4,0,raw_train,target_month,8459,0,0.0
4,0,raw_train,is_offday,8459,0,0.0
4,0,raw_train,pre_holiday,8459,0,0.0
4,0,raw_train,post_holiday,8459,0,0.0
4,0,raw_train,bridge_day,8459,0,0.0
4,0,raw_train,labor_day,8459,0,0.0
4,0,raw_train,production_completed_1h,8459,3,0.0003546518501004847
4,0,raw_train,production_completed_2h,8459,7,0.0008275209835677976
4,0,raw_train,production_completed_3h,8459,11,0.0013003901170351106
4,0,raw_train,production_previous_day_total,8459,95,0.011230641919848681
4,0,raw_train,production_same_slot_7d_mean,8459,675,0.07979666627260905
4,0,raw_train,cbl_mid_6_10,8459,1439,0.17011467076486583
4,0,raw_train,cbl_mid_6_10_adjusted,8459,1439,0.17011467076486583
4,0,raw_validation,current,4230,0,0.0
4,0,raw_validation,lag_1,4230,0,0.0
4,0,raw_validation,lag_2,4230,0,0.0
4,0,raw_validation,lag_3,4230,0,0.0
4,0,raw_validation,lag_4,4230,0,0.0
4,0,raw_validation,lag_5,4230,0,0.0
4,0,raw_validation,lag_6,4230,0,0.0
4,0,raw_validation,lag_7,4230,0,0.0
4,0,raw_validation,lag_96,4230,0,0.0
4,0,raw_validation,lag_672,4230,0,0.0
4,0,raw_validation,target_slot_1d_ago,4230,0,0.0
4,0,raw_validation,target_slot_7d_ago,4230,0,0.0
4,0,raw_validation,recent_1_mean,4230,0,0.0
4,0,raw_validation,recent_1_max,4230,0,0.0
4,0,raw_validation,recent_1_std,4230,0,0.0
4,0,raw_validation,recent_4_mean,4230,0,0.0
4,0,raw_validation,recent_4_max,4230,0,0.0
4,0,raw_validation,recent_4_std,4230,0,0.0
4,0,raw_validation,recent_16_mean,4230,0,0.0
4,0,raw_validation,recent_16_max,4230,0,0.0
4,0,raw_validation,recent_16_std,4230,0,0.0
4,0,raw_validation,recent_96_mean,4230,0,0.0
4,0,raw_validation,recent_96_max,4230,0,0.0
4,0,raw_validation,recent_96_std,4230,0,0.0
4,0,raw_validation,recent_4_slope,4230,0,0.0
4,0,raw_validation,peak_count_7d,4230,0,0.0
4,0,raw_validation,since_last_peak_intervals,4230,0,0.0
4,0,raw_validation,target_hour,4230,0,0.0
4,0,raw_validation,target_quarter,4230,0,0.0
4,0,raw_validation,target_weekday,4230,0,0.0
4,0,raw_validation,target_month,4230,0,0.0
4,0,raw_validation,is_offday,4230,0,0.0
4,0,raw_validation,pre_holiday,4230,0,0.0
4,0,raw_validation,post_holiday,4230,0,0.0
4,0,raw_validation,bridge_day,4230,0,0.0
4,0,raw_validation,labor_day,4230,0,0.0
4,0,raw_validation,production_completed_1h,4230,0,0.0
4,0,raw_validation,production_completed_2h,4230,0,0.0
4,0,raw_validation,production_completed_3h,4230,0,0.0
4,0,raw_validation,production_previous_day_total,4230,0,0.0
4,0,raw_validation,production_same_slot_7d_mean,4230,0,0.0
4,0,raw_validation,cbl_mid_6_10,4230,0,0.0
4,0,raw_validation,cbl_mid_6_10_adjusted,4230,0,0.0
4,0,fit,current,5612,0,0.0
4,0,fit,lag_1,5612,0,0.0
4,0,fit,lag_2,5612,0,0.0
4,0,fit,lag_3,5612,0,0.0
4,0,fit,lag_4,5612,0,0.0
4,0,fit,lag_5,5612,0,0.0
4,0,fit,lag_6,5612,0,0.0
4,0,fit,lag_7,5612,0,0.0
4,0,fit,lag_96,5612,0,0.0
4,0,fit,lag_672,5612,0,0.0
4,0,fit,target_slot_1d_ago,5612,0,0.0
4,0,fit,target_slot_7d_ago,5612,0,0.0
4,0,fit,recent_1_mean,5612,0,0.0
4,0,fit,recent_1_max,5612,0,0.0
4,0,fit,recent_1_std,5612,0,0.0
4,0,fit,recent_4_mean,5612,0,0.0
4,0,fit,recent_4_max,5612,0,0.0
4,0,fit,recent_4_std,5612,0,0.0
4,0,fit,recent_16_mean,5612,0,0.0
4,0,fit,recent_16_max,5612,0,0.0
4,0,fit,recent_16_std,5612,0,0.0
4,0,fit,recent_96_mean,5612,0,0.0
4,0,fit,recent_96_max,5612,0,0.0
4,0,fit,recent_96_std,5612,0,0.0
4,0,fit,recent_4_slope,5612,0,0.0
4,0,fit,peak_count_7d,5612,0,0.0
4,0,fit,since_last_peak_intervals,5612,0,0.0
4,0,fit,target_hour,5612,0,0.0
4,0,fit,target_quarter,5612,0,0.0
4,0,fit,target_weekday,5612,0,0.0
4,0,fit,target_month,5612,0,0.0
4,0,fit,is_offday,5612,0,0.0
4,0,fit,pre_holiday,5612,0,0.0
4,0,fit,post_holiday,5612,0,0.0
4,0,fit,bridge_day,5612,0,0.0
4,0,fit,labor_day,5612,0,0.0
4,0,fit,production_completed_1h,5612,0,0.0
4,0,fit,production_completed_2h,5612,0,0.0
4,0,fit,production_completed_3h,5612,0,0.0
4,0,fit,production_previous_day_total,5612,0,0.0
4,0,fit,production_same_slot_7d_mean,5612,0,0.0
4,0,fit,cbl_mid_6_10,5612,0,0.0
4,0,fit,cbl_mid_6_10_adjusted,5612,0,0.0
4,0,stop,current,1404,0,0.0
4,0,stop,lag_1,1404,0,0.0
4,0,stop,lag_2,1404,0,0.0
4,0,stop,lag_3,1404,0,0.0
4,0,stop,lag_4,1404,0,0.0
4,0,stop,lag_5,1404,0,0.0
4,0,stop,lag_6,1404,0,0.0
4,0,stop,lag_7,1404,0,0.0
4,0,stop,lag_96,1404,0,0.0
4,0,stop,lag_672,1404,0,0.0
4,0,stop,target_slot_1d_ago,1404,0,0.0
4,0,stop,target_slot_7d_ago,1404,0,0.0
4,0,stop,recent_1_mean,1404,0,0.0
4,0,stop,recent_1_max,1404,0,0.0
4,0,stop,recent_1_std,1404,0,0.0
4,0,stop,recent_4_mean,1404,0,0.0
4,0,stop,recent_4_max,1404,0,0.0
4,0,stop,recent_4_std,1404,0,0.0
4,0,stop,recent_16_mean,1404,0,0.0
4,0,stop,recent_16_max,1404,0,0.0
4,0,stop,recent_16_std,1404,0,0.0
4,0,stop,recent_96_mean,1404,0,0.0
4,0,stop,recent_96_max,1404,0,0.0
4,0,stop,recent_96_std,1404,0,0.0
4,0,stop,recent_4_slope,1404,0,0.0
4,0,stop,peak_count_7d,1404,0,0.0
4,0,stop,since_last_peak_intervals,1404,0,0.0
4,0,stop,target_hour,1404,0,0.0
4,0,stop,target_quarter,1404,0,0.0
4,0,stop,target_weekday,1404,0,0.0
4,0,stop,target_month,1404,0,0.0
4,0,stop,is_offday,1404,0,0.0
4,0,stop,pre_holiday,1404,0,0.0
4,0,stop,post_holiday,1404,0,0.0
4,0,stop,bridge_day,1404,0,0.0
4,0,stop,labor_day,1404,0,0.0
4,0,stop,production_completed_1h,1404,0,0.0
4,0,stop,production_completed_2h,1404,0,0.0
4,0,stop,production_completed_3h,1404,0,0.0
4,0,stop,production_previous_day_total,1404,0,0.0
4,0,stop,production_same_slot_7d_mean,1404,0,0.0
4,0,stop,cbl_mid_6_10,1404,0,0.0
4,0,stop,cbl_mid_6_10_adjusted,1404,0,0.0
4,0,cal,current,1480,0,0.0
4,0,cal,lag_1,1480,0,0.0
4,0,cal,lag_2,1480,0,0.0
4,0,cal,lag_3,1480,0,0.0
4,0,cal,lag_4,1480,0,0.0
4,0,cal,lag_5,1480,0,0.0
4,0,cal,lag_6,1480,0,0.0
4,0,cal,lag_7,1480,0,0.0
4,0,cal,lag_96,1480,0,0.0
4,0,cal,lag_672,1480,0,0.0
4,0,cal,target_slot_1d_ago,1480,0,0.0
4,0,cal,target_slot_7d_ago,1480,0,0.0
4,0,cal,recent_1_mean,1480,0,0.0
4,0,cal,recent_1_max,1480,0,0.0
4,0,cal,recent_1_std,1480,0,0.0
4,0,cal,recent_4_mean,1480,0,0.0
4,0,cal,recent_4_max,1480,0,0.0
4,0,cal,recent_4_std,1480,0,0.0
4,0,cal,recent_16_mean,1480,0,0.0
4,0,cal,recent_16_max,1480,0,0.0
4,0,cal,recent_16_std,1480,0,0.0
4,0,cal,recent_96_mean,1480,0,0.0
4,0,cal,recent_96_max,1480,0,0.0
4,0,cal,recent_96_std,1480,0,0.0
4,0,cal,recent_4_slope,1480,0,0.0
4,0,cal,peak_count_7d,1480,0,0.0
4,0,cal,since_last_peak_intervals,1480,0,0.0
4,0,cal,target_hour,1480,0,0.0
4,0,cal,target_quarter,1480,0,0.0
4,0,cal,target_weekday,1480,0,0.0
4,0,cal,target_month,1480,0,0.0
4,0,cal,is_offday,1480,0,0.0
4,0,cal,pre_holiday,1480,0,0.0
4,0,cal,post_holiday,1480,0,0.0
4,0,cal,bridge_day,1480,0,0.0
4,0,cal,labor_day,1480,0,0.0
4,0,cal,production_completed_1h,1480,0,0.0
4,0,cal,production_completed_2h,1480,0,0.0
4,0,cal,production_completed_3h,1480,0,0.0
4,0,cal,production_previous_day_total,1480,0,0.0
4,0,cal,production_same_slot_7d_mean,1480,0,0.0
4,0,cal,cbl_mid_6_10,1480,0,0.0
4,0,cal,cbl_mid_6_10_adjusted,1480,0,0.0
4,0,score,current,2746,0,0.0
4,0,score,lag_1,2746,0,0.0
4,0,score,lag_2,2746,0,0.0
4,0,score,lag_3,2746,0,0.0
4,0,score,lag_4,2746,0,0.0
4,0,score,lag_5,2746,0,0.0
4,0,score,lag_6,2746,0,0.0
4,0,score,lag_7,2746,0,0.0
4,0,score,lag_96,2746,0,0.0
4,0,score,lag_672,2746,0,0.0
4,0,score,target_slot_1d_ago,2746,0,0.0
4,0,score,target_slot_7d_ago,2746,0,0.0
4,0,score,recent_1_mean,2746,0,0.0
4,0,score,recent_1_max,2746,0,0.0
4,0,score,recent_1_std,2746,0,0.0
4,0,score,recent_4_mean,2746,0,0.0
4,0,score,recent_4_max,2746,0,0.0
4,0,score,recent_4_std,2746,0,0.0
4,0,score,recent_16_mean,2746,0,0.0
4,0,score,recent_16_max,2746,0,0.0
4,0,score,recent_16_std,2746,0,0.0
4,0,score,recent_96_mean,2746,0,0.0
4,0,score,recent_96_max,2746,0,0.0
4,0,score,recent_96_std,2746,0,0.0
4,0,score,recent_4_slope,2746,0,0.0
4,0,score,peak_count_7d,2746,0,0.0
4,0,score,since_last_peak_intervals,2746,0,0.0
4,0,score,target_hour,2746,0,0.0
4,0,score,target_quarter,2746,0,0.0
4,0,score,target_weekday,2746,0,0.0
4,0,score,target_month,2746,0,0.0
4,0,score,is_offday,2746,0,0.0
4,0,score,pre_holiday,2746,0,0.0
4,0,score,post_holiday,2746,0,0.0
4,0,score,bridge_day,2746,0,0.0
4,0,score,labor_day,2746,0,0.0
4,0,score,production_completed_1h,2746,0,0.0
4,0,score,production_completed_2h,2746,0,0.0
4,0,score,production_completed_3h,2746,0,0.0
4,0,score,production_previous_day_total,2746,0,0.0
4,0,score,production_same_slot_7d_mean,2746,0,0.0
4,0,score,cbl_mid_6_10,2746,0,0.0
4,0,score,cbl_mid_6_10_adjusted,2746,0,0.0
4,1,raw_train,current,12689,0,0.0
4,1,raw_train,lag_1,12689,1,7.880841673890771e-05
4,1,raw_train,lag_2,12689,2,0.00015761683347781543
4,1,raw_train,lag_3,12689,3,0.00023642525021672314
4,1,raw_train,lag_4,12689,4,0.00031523366695563086
4,1,raw_train,lag_5,12689,5,0.0003940420836945386
4,1,raw_train,lag_6,12689,6,0.0004728505004334463
4,1,raw_train,lag_7,12689,7,0.000551658917172354
4,1,raw_train,lag_96,12689,96,0.0075656080069351405
4,1,raw_train,lag_672,12689,672,0.05295925604854598
4,1,raw_train,target_slot_1d_ago,12689,92,0.00725037433997951
4,1,raw_train,target_slot_7d_ago,12689,668,0.052644022381590355
4,1,raw_train,recent_1_mean,12689,0,0.0
4,1,raw_train,recent_1_max,12689,0,0.0
4,1,raw_train,recent_1_std,12689,0,0.0
4,1,raw_train,recent_4_mean,12689,3,0.00023642525021672314
4,1,raw_train,recent_4_max,12689,3,0.00023642525021672314
4,1,raw_train,recent_4_std,12689,3,0.00023642525021672314
4,1,raw_train,recent_16_mean,12689,15,0.0011821262510836156
4,1,raw_train,recent_16_max,12689,15,0.0011821262510836156
4,1,raw_train,recent_16_std,12689,15,0.0011821262510836156
4,1,raw_train,recent_96_mean,12689,95,0.007486799590196233
4,1,raw_train,recent_96_max,12689,95,0.007486799590196233
4,1,raw_train,recent_96_std,12689,95,0.007486799590196233
4,1,raw_train,recent_4_slope,12689,3,0.00023642525021672314
4,1,raw_train,peak_count_7d,12689,671,0.052880447631807076
4,1,raw_train,since_last_peak_intervals,12689,0,0.0
4,1,raw_train,target_hour,12689,0,0.0
4,1,raw_train,target_quarter,12689,0,0.0
4,1,raw_train,target_weekday,12689,0,0.0
4,1,raw_train,target_month,12689,0,0.0
4,1,raw_train,is_offday,12689,0,0.0
4,1,raw_train,pre_holiday,12689,0,0.0
4,1,raw_train,post_holiday,12689,0,0.0
4,1,raw_train,bridge_day,12689,0,0.0
4,1,raw_train,labor_day,12689,0,0.0
4,1,raw_train,production_completed_1h,12689,3,0.00023642525021672314
4,1,raw_train,production_completed_2h,12689,7,0.000551658917172354
4,1,raw_train,production_completed_3h,12689,11,0.0008668925841279849
4,1,raw_train,production_previous_day_total,12689,95,0.007486799590196233
4,1,raw_train,production_same_slot_7d_mean,12689,675,0.05319568129876271
4,1,raw_train,cbl_mid_6_10,12689,1439,0.11340531168728821
4,1,raw_train,cbl_mid_6_10_adjusted,12689,1439,0.11340531168728821
4,1,raw_validation,current,4230,0,0.0
4,1,raw_validation,lag_1,4230,0,0.0
4,1,raw_validation,lag_2,4230,0,0.0
4,1,raw_validation,lag_3,4230,0,0.0
4,1,raw_validation,lag_4,4230,0,0.0
4,1,raw_validation,lag_5,4230,0,0.0
4,1,raw_validation,lag_6,4230,0,0.0
4,1,raw_validation,lag_7,4230,0,0.0
4,1,raw_validation,lag_96,4230,0,0.0
4,1,raw_validation,lag_672,4230,0,0.0
4,1,raw_validation,target_slot_1d_ago,4230,0,0.0
4,1,raw_validation,target_slot_7d_ago,4230,0,0.0
4,1,raw_validation,recent_1_mean,4230,0,0.0
4,1,raw_validation,recent_1_max,4230,0,0.0
4,1,raw_validation,recent_1_std,4230,0,0.0
4,1,raw_validation,recent_4_mean,4230,0,0.0
4,1,raw_validation,recent_4_max,4230,0,0.0
4,1,raw_validation,recent_4_std,4230,0,0.0
4,1,raw_validation,recent_16_mean,4230,0,0.0
4,1,raw_validation,recent_16_max,4230,0,0.0
4,1,raw_validation,recent_16_std,4230,0,0.0
4,1,raw_validation,recent_96_mean,4230,0,0.0
4,1,raw_validation,recent_96_max,4230,0,0.0
4,1,raw_validation,recent_96_std,4230,0,0.0
4,1,raw_validation,recent_4_slope,4230,0,0.0
4,1,raw_validation,peak_count_7d,4230,0,0.0
4,1,raw_validation,since_last_peak_intervals,4230,0,0.0
4,1,raw_validation,target_hour,4230,0,0.0
4,1,raw_validation,target_quarter,4230,0,0.0
4,1,raw_validation,target_weekday,4230,0,0.0
4,1,raw_validation,target_month,4230,0,0.0
4,1,raw_validation,is_offday,4230,0,0.0
4,1,raw_validation,pre_holiday,4230,0,0.0
4,1,raw_validation,post_holiday,4230,0,0.0
4,1,raw_validation,bridge_day,4230,0,0.0
4,1,raw_validation,labor_day,4230,0,0.0
4,1,raw_validation,production_completed_1h,4230,0,0.0
4,1,raw_validation,production_completed_2h,4230,0,0.0
4,1,raw_validation,production_completed_3h,4230,0,0.0
4,1,raw_validation,production_previous_day_total,4230,0,0.0
4,1,raw_validation,production_same_slot_7d_mean,4230,0,0.0
4,1,raw_validation,cbl_mid_6_10,4230,0,0.0
4,1,raw_validation,cbl_mid_6_10_adjusted,4230,0,0.0
4,1,fit,current,8996,0,0.0
