stage,model,adopted,metric_domain,previous_model,selected_final,is_selected_point_model,n,peak_n,mae,rmse,mape_nonzero,peak_mae,position_tp,position_fp,position_fn,position_f1,episode_tp,episode_fp,episode_fn,episode_f1,false_alarms_positions,timing_mae_minutes,magnitude_mae,brier,pr_auc,coverage_0.1,top_coverage_0.1,pinball_0.1,coverage_0.5,top_coverage_0.5,pinball_0.5,coverage_0.9,top_coverage_0.9,pinball_0.9,coverage_0.95,top_coverage_0.95,pinball_0.95,coverage_0.975,top_coverage_0.975,pinball_0.975,pinball_mean,vs_previous_top_coverage_error_reduction_0.9,vs_previous_top_coverage_error_reduction_0.95,vs_previous_pinball_improvement_fraction
분위수 원본,lgbm_quantile_raw,True,uncertainty,,False,False,7551,425,7.236959906738231,12.931347082173913,11.493613555375497,17.963138863295004,386,457,39,0.6088328075709779,104,95,44,0.5994236311239193,457,23.365384615384617,14.655518250716394,0.0297242011612625,0.7106995566055805,0.1587869156403125,0.0251798561151079,1.8124643678883596,0.531585220500596,0.4592326139088729,3.618479953369115,0.8400211892464574,0.7266187050359713,1.9996317712445664,0.9141835518474374,0.8045563549160671,1.3260709021101134,0.952853926632234,0.854916067146283,0.930529983923663,1.9374353957071635,,,
전역 보정 A,lgbm_quantile_a,True,uncertainty,lgbm_quantile_raw,False,False,7551,425,7.236959906738231,12.931347082173913,11.493613555375497,17.963138863295004,407,669,18,0.5423051299133911,103,120,45,0.555256064690027,669,30.145631067961165,15.625344312302168,0.0294175693420615,0.7145070750276477,0.1587869156403125,0.0251798561151079,1.8124643678883596,0.531585220500596,0.4592326139088729,3.618479953369115,0.857767183154549,0.7218225419664268,1.986315982072402,0.9298106211097869,0.8141486810551559,1.2872887728304474,0.9675539663620712,0.8836930455635491,0.8746602752906887,1.9158418702902025,-0.0047961630695444,0.0095923261390887,0.0111454170109652
구간별 보정 B,lgbm_quantile_b,True,uncertainty,lgbm_quantile_a,False,False,7551,425,7.236959906738231,12.931347082173913,11.493613555375497,17.963138863295004,383,383,42,0.6431570109151973,94,60,54,0.6225165562913907,383,26.48936170212766,15.641926366836469,0.0290098042691091,0.7093210424320526,0.1587869156403125,0.0251798561151079,1.8124643678883596,0.531585220500596,0.4592326139088729,3.618479953369115,0.8780294000794596,0.8812949640287769,1.8704624487360555,0.9400079459674217,0.9292565947242206,1.1909114072813844,0.9800026486558072,0.9976019184652278,0.8166623952400258,1.861796114502988,0.1594724220623501,0.1151079136690647,0.0282099251641409
