fold,model,iteration,stop_l1,best_iteration
0,original_full,177,16.388984238639488,598
0,original_full,178,16.387284947402783,598
0,original_full,179,16.377998808651867,598
0,original_full,180,16.369285956833473,598
0,original_full,181,16.37598189470532,598
0,original_full,182,16.37593927423452,598
0,original_full,183,16.37899877942694,598
0,original_full,184,16.380631811181097,598
0,original_full,185,16.393345558473932,598
0,original_full,186,16.38853956040371,598
0,original_full,187,16.38405443735771,598
0,original_full,188,16.384640221938277,598
0,original_full,189,16.375166543421816,598
0,original_full,190,16.36913599898579,598
0,original_full,191,16.36367229798356,598
0,original_full,192,16.363966145817994,598
0,original_full,193,16.34627759640933,598
0,original_full,194,16.34589854373786,598
0,original_full,195,16.336760007566905,598
0,original_full,196,16.3216718219246,598
0,original_full,197,16.33132731254319,598
0,original_full,198,16.338582862592503,598
0,original_full,199,16.318921891494544,598
0,original_full,200,16.303974726754493,598
0,original_full,201,16.29019288721716,598
0,original_full,202,16.28752839889453,598
0,original_full,203,16.275097006312325,598
0,original_full,204,16.271512519389738,598
0,original_full,205,16.266135528096566,598
0,original_full,206,16.259213079994403,598
0,original_full,207,16.25001858874959,598
0,original_full,208,16.228658886011214,598
0,original_full,209,16.229658194012526,598
0,original_full,210,16.219570866292813,598
0,original_full,211,16.214466529939273,598
0,original_full,212,16.213789495697284,598
0,original_full,213,16.21538105711472,598
0,original_full,214,16.20609877272862,598
0,original_full,215,16.20753129409881,598
0,original_full,216,16.20921589850364,598
0,original_full,217,16.211569886883602,598
0,original_full,218,16.205172723274547,598
0,original_full,219,16.213619680134823,598
0,original_full,220,16.21454610706786,598
0,original_full,221,16.22387699113348,598
0,original_full,222,16.215015472114832,598
0,original_full,223,16.21159073172078,598
0,original_full,224,16.207070051441274,598
0,original_full,225,16.20680287149906,598
0,original_full,226,16.210832312587787,598
0,original_full,227,16.209881920433755,598
0,original_full,228,16.1992088402279,598
0,original_full,229,16.18832523897323,598
0,original_full,230,16.180036252296755,598
0,original_full,231,16.180205625342058,598
0,original_full,232,16.19868540403512,598
0,original_full,233,16.19993638002808,598
0,original_full,234,16.19775420340799,598
0,original_full,235,16.19410503323031,598
0,original_full,236,16.198991288941954,598
0,original_full,237,16.191202585691684,598
0,original_full,238,16.178111180543915,598
0,original_full,239,16.163267328857163,598
0,original_full,240,16.161487490221347,598
0,original_full,241,16.157605341112774,598
0,original_full,242,16.16103304514831,598
0,original_full,243,16.155904634656842,598
0,original_full,244,16.151011017443842,598
0,original_full,245,16.148410802879116,598
0,original_full,246,16.144541525763984,598
0,original_full,247,16.14045814954891,598
0,original_full,248,16.13306243281104,598
0,original_full,249,16.130755837041498,598
0,original_full,250,16.124199646525792,598
0,original_full,251,16.131158337871884,598
0,original_full,252,16.132297239374118,598
0,original_full,253,16.13420003216859,598
0,original_full,254,16.13243949292083,598
0,original_full,255,16.13253100595352,598
0,original_full,256,16.119893840249766,598
0,original_full,257,16.12465752158871,598
0,original_full,258,16.120450200977185,598
0,original_full,259,16.099635896510392,598
0,original_full,260,16.100086075562523,598
0,original_full,261,16.11492791594965,598
0,original_full,262,16.111855181692682,598
0,original_full,263,16.11355477915353,598
0,original_full,264,16.110301965787983,598
0,original_full,265,16.095789897468784,598
0,original_full,266,16.096238614203354,598
0,original_full,267,16.08459666866472,598
0,original_full,268,16.08042705059997,598
0,original_full,269,16.07604392164453,598
0,original_full,270,16.07520154413813,598
0,original_full,271,16.074910553447577,598
0,original_full,272,16.06423456033333,598
0,original_full,273,16.06581010144337,598
0,original_full,274,16.06895778195782,598
0,original_full,275,16.070709460472806,598
0,original_full,276,16.060641462971663,598
0,original_full,277,16.046185533030584,598
0,original_full,278,16.04620447511194,598
0,original_full,279,16.043854241362663,598
0,original_full,280,16.04321171956661,598
0,original_full,281,16.0422074185234,598
0,original_full,282,16.0327963691774,598
0,original_full,283,16.032518887680595,598
0,original_full,284,16.032303320141885,598
0,original_full,285,16.04039998771473,598
0,original_full,286,16.038128809525517,598
0,original_full,287,16.033399710787098,598
0,original_full,288,16.033762461527335,598
0,original_full,289,16.033707943134168,598
0,original_full,290,16.03529124325383,598
0,original_full,291,16.02533859017349,598
0,original_full,292,16.024173680249184,598
0,original_full,293,16.025224340493562,598
0,original_full,294,16.023723563427748,598
0,original_full,295,16.024058335483243,598
0,original_full,296,16.022005990013664,598
0,original_full,297,16.032453791087548,598
0,original_full,298,16.02907513025352,598
0,original_full,299,16.03042526558384,598
0,original_full,300,16.030894508580737,598
0,original_full,301,16.02711831877518,598
0,original_full,302,16.02249216238405,598
0,original_full,303,16.02236302252926,598
0,original_full,304,16.014407095530384,598
0,original_full,305,16.017324323793638,598
0,original_full,306,16.020572664336306,598
0,original_full,307,16.035424601501173,598
0,original_full,308,16.036005378426935,598
0,original_full,309,16.034971366724335,598
0,original_full,310,16.034270016002676,598
0,original_full,311,16.03285982393896,598
0,original_full,312,16.034399098202815,598
0,original_full,313,16.033398314183327,598
0,original_full,314,16.032262469307174,598
0,original_full,315,16.032008114768423,598
0,original_full,316,16.035076993109094,598
0,original_full,317,16.03503864860254,598
0,original_full,318,16.036156215630445,598
0,original_full,319,16.034473236864716,598
0,original_full,320,16.03730677190894,598
0,original_full,321,16.03545295476348,598
0,original_full,322,16.042431558810108,598
0,original_full,323,16.043726388652285,598
0,original_full,324,16.040940591549862,598
0,original_full,325,16.04109820307074,598
0,original_full,326,16.037765790485537,598
0,original_full,327,16.03837374518802,598
0,original_full,328,16.04321480291323,598
0,original_full,329,16.042629003683853,598
0,original_full,330,16.04082563886851,598
0,original_full,331,16.045774499161094,598
0,original_full,332,16.041514838561472,598
0,original_full,333,16.045681549260983,598
0,original_full,334,16.02673912819764,598
0,original_full,335,16.023644069341138,598
0,original_full,336,16.00711060075151,598
0,original_full,337,16.005919540155993,598
0,original_full,338,16.00576583681922,598
0,original_full,339,16.00331598815684,598
0,original_full,340,16.007088951074824,598
0,original_full,341,16.004937035940575,598
0,original_full,342,16.007453237979647,598
0,original_full,343,16.005575064215616,598
0,original_full,344,16.003520425447267,598
0,original_full,345,16.008783182118,598
0,original_full,346,16.001643362401524,598
0,original_full,347,16.006688180276722,598
0,original_full,348,16.001439367760916,598
0,original_full,349,15.994223894843367,598
0,original_full,350,15.988921582802327,598
0,original_full,351,15.992938055805126,598
0,original_full,352,15.995530748875883,598
0,original_full,353,15.995375616370037,598
0,original_full,354,15.992328468841631,598
0,original_full,355,15.990249510446404,598
0,original_full,356,15.98609646119407,598
0,original_full,357,15.98579535067703,598
0,original_full,358,15.9868665318343,598
0,original_full,359,15.985587340330806,598
0,original_full,360,15.986911597355903,598
0,original_full,361,15.971288738113941,598
0,original_full,362,15.975845245419782,598
0,original_full,363,15.970653380754522,598
0,original_full,364,15.967044961179402,598
0,original_full,365,15.957584853911861,598
0,original_full,366,15.96096836973588,598
0,original_full,367,15.957775234240472,598
0,original_full,368,15.93756284729862,598
0,original_full,369,15.936458511271148,598
0,original_full,370,15.928930131959657,598
0,original_full,371,15.928674650176479,598
0,original_full,372,15.930248787575572,598
0,original_full,373,15.927081346911448,598
0,original_full,374,15.926493187423771,598
0,original_full,375,15.925459933966568,598
0,original_full,376,15.926723686988751,598
0,original_full,377,15.923244198757564,598
0,original_full,378,15.923283016541852,598
0,original_full,379,15.92512883229541,598
0,original_full,380,15.924122359597952,598
0,original_full,381,15.918854225401423,598
0,original_full,382,15.919513672420376,598
0,original_full,383,15.920532634819631,598
0,original_full,384,15.923297428272843,598
0,original_full,385,15.917043291781685,598
0,original_full,386,15.91130921820209,598
0,original_full,387,15.917592133321984,598
0,original_full,388,15.919950101450409,598
0,original_full,389,15.917088517859495,598
0,original_full,390,15.91063371184598,598
0,original_full,391,15.909674546616806,598
0,original_full,392,15.908858301266301,598
0,original_full,393,15.911139054502502,598
0,original_full,394,15.913456887645845,598
0,original_full,395,15.91193952611549,598
0,original_full,396,15.915444168827955,598
0,original_full,397,15.91363998002673,598
0,original_full,398,15.923116821990577,598
0,original_full,399,15.921902546515863,598
0,original_full,400,15.918295538417032,598
0,original_full,401,15.923371465208822,598
0,original_full,402,15.934325108850487,598
0,original_full,403,15.931043878571145,598
0,original_full,404,15.928788275492222,598
0,original_full,405,15.94177025479648,598
0,original_full,406,15.937050069454658,598
0,original_full,407,15.934421657067999,598
0,original_full,408,15.929622535059476,598
0,original_full,409,15.925885287893527,598
0,original_full,410,15.925020187418875,598
0,original_full,411,15.916045258586353,598
0,original_full,412,15.91145386916254,598
0,original_full,413,15.907290683133617,598
0,original_full,414,15.901801301121939,598
0,original_full,415,15.899149931142329,598
0,original_full,416,15.894178268923826,598
0,original_full,417,15.894184197753978,598
0,original_full,418,15.896015084866557,598
0,original_full,419,15.898403600218053,598
0,original_full,420,15.899386699938711,598
0,original_full,421,15.883433202502133,598
0,original_full,422,15.884845478949957,598
0,original_full,423,15.884039809781205,598
0,original_full,424,15.88016293310269,598
0,original_full,425,15.876368173050789,598
0,original_full,426,15.877151780950106,598
0,original_full,427,15.876025229345482,598
0,original_full,428,15.87911416230037,598
0,original_full,429,15.873059233762365,598
0,original_full,430,15.871018969657543,598
0,original_full,431,15.867763676758628,598
0,original_full,432,15.867111199670791,598
0,original_full,433,15.86162581911384,598
0,original_full,434,15.86385461070283,598
0,original_full,435,15.860032402848352,598
0,original_full,436,15.846217904187718,598
0,original_full,437,15.844069693385798,598
0,original_full,438,15.841745843641485,598
0,original_full,439,15.842407484644086,598
0,original_full,440,15.838992173045016,598
0,original_full,441,15.841783645764242,598
0,original_full,442,15.848918107733548,598
0,original_full,443,15.846912794906375,598
0,original_full,444,15.849350960501992,598
0,original_full,445,15.848669116650333,598
0,original_full,446,15.850844115482397,598
0,original_full,447,15.8432208936203,598
0,original_full,448,15.853980130427452,598
0,original_full,449,15.855637967518343,598
0,original_full,450,15.851234128267976,598
0,original_full,451,15.851270742226703,598
0,original_full,452,15.854428778275102,598
0,original_full,453,15.854799050308232,598
0,original_full,454,15.851213351514723,598
0,original_full,455,15.849101332932257,598
0,original_full,456,15.834112749569435,598
0,original_full,457,15.82992227123168,598
0,original_full,458,15.829427609110358,598
0,original_full,459,15.830446105476268,598
0,original_full,460,15.829519836823051,598
0,original_full,461,15.827867754441172,598
0,original_full,462,15.826149839233809,598
0,original_full,463,15.825703665637144,598
0,original_full,464,15.82413622265822,598
0,original_full,465,15.824815724332822,598
0,original_full,466,15.823880676571525,598
0,original_full,467,15.823233803971121,598
0,original_full,468,15.82180725991135,598
0,original_full,469,15.817966628775588,598
0,original_full,470,15.816311780541609,598
0,original_full,471,15.81774405519777,598
0,original_full,472,15.820582595500213,598
0,original_full,473,15.819479062333714,598
0,original_full,474,15.821756972143186,598
0,original_full,475,15.818752839745436,598
0,original_full,476,15.820960090000352,598
0,original_full,477,15.820110921253386,598
0,original_full,478,15.819114571305427,598
0,original_full,479,15.81913092122684,598
0,original_full,480,15.819022645269724,598
0,original_full,481,15.820994510858716,598
0,original_full,482,15.820268823132107,598
0,original_full,483,15.820235502804515,598
0,original_full,484,15.821444474071573,598
0,original_full,485,15.804385602286544,598
0,original_full,486,15.802905313413115,598
0,original_full,487,15.804105308649762,598
0,original_full,488,15.805589077324719,598
0,original_full,489,15.806917937073472,598
0,original_full,490,15.806799083372395,598
0,original_full,491,15.80990042495109,598
0,original_full,492,15.812903331074294,598
0,original_full,493,15.812064497045915,598
0,original_full,494,15.81235207135161,598
0,original_full,495,15.81271115002063,598
0,original_full,496,15.811450274156213,598
0,original_full,497,15.8093252493905,598
0,original_full,498,15.805497275146019,598
0,original_full,499,15.807618035810092,598
0,original_full,500,15.806540062989079,598
0,original_full,501,15.804687796391601,598
0,original_full,502,15.80737868128196,598
0,original_full,503,15.807552052500096,598
0,original_full,504,15.809127221726335,598
0,original_full,505,15.808529803550627,598
0,original_full,506,15.807955018527203,598
0,original_full,507,15.806312917194772,598
0,original_full,508,15.807384099493026,598
0,original_full,509,15.801690815374595,598
0,original_full,510,15.804221664690433,598
0,original_full,511,15.800277307896849,598
0,original_full,512,15.802377999457883,598
0,original_full,513,15.795649133294893,598
0,original_full,514,15.796429362503913,598
0,original_full,515,15.797169304828136,598
0,original_full,516,15.800067740773235,598
0,original_full,517,15.788557158632653,598
0,original_full,518,15.78723017017357,598
0,original_full,519,15.788310806398366,598
0,original_full,520,15.786191314162302,598
0,original_full,521,15.775987223160183,598
0,original_full,522,15.775762470492056,598
0,original_full,523,15.77528868682155,598
0,original_full,524,15.765045927860198,598
0,original_full,525,15.756904718279275,598
0,original_full,526,15.756014116396283,598
0,original_full,527,15.754692572273996,598
0,original_full,528,15.75124311879586,598
0,original_full,529,15.750734978677368,598
0,original_full,530,15.749781890702957,598
0,original_full,531,15.747264843777671,598
0,original_full,532,15.743758386729349,598
0,original_full,533,15.740807927534158,598
0,original_full,534,15.733841014342868,598
0,original_full,535,15.734903388020113,598
0,original_full,536,15.735117495904282,598
0,original_full,537,15.735953964166892,598
0,original_full,538,15.736767194099267,598
0,original_full,539,15.73670947979718,598
0,original_full,540,15.739022257582088,598
0,original_full,541,15.73182180441707,598
0,original_full,542,15.732549812705411,598
0,original_full,543,15.73003669715081,598
0,original_full,544,15.72796491099776,598
0,original_full,545,15.724758316785865,598
0,original_full,546,15.723734363184933,598
0,original_full,547,15.723077963752807,598
0,original_full,548,15.724453146045215,598
0,original_full,549,15.723852180629383,598
0,original_full,550,15.724385813844227,598
0,original_full,551,15.723608348318445,598
0,original_full,552,15.718657869772535,598
0,original_full,553,15.716939811121039,598
0,original_full,554,15.717905602331756,598
0,original_full,555,15.719225726276484,598
0,original_full,556,15.714873714993878,598
0,original_full,557,15.715974355861844,598
0,original_full,558,15.705871281437059,598
0,original_full,559,15.705515648400118,598
0,original_full,560,15.705562227702295,598
0,original_full,561,15.702902916613912,598
0,original_full,562,15.702802329062619,598
0,original_full,563,15.701306454060164,598
0,original_full,564,15.701155950443379,598
0,original_full,565,15.697117645675213,598
0,original_full,566,15.700395585412311,598
0,original_full,567,15.700415274747966,598
0,original_full,568,15.700587952353072,598
0,original_full,569,15.697729396792589,598
0,original_full,570,15.696259462319636,598
0,original_full,571,15.695343126730096,598
0,original_full,572,15.695200409559272,598
0,original_full,573,15.695422212949016,598
0,original_full,574,15.705236267585763,598
0,original_full,575,15.703852583671559,598
0,original_full,576,15.703886891201748,598
0,original_full,577,15.70345250546973,598
0,original_full,578,15.704732933677683,598
0,original_full,579,15.703101092102761,598
0,original_full,580,15.703343736945925,598
0,original_full,581,15.7009725247526,598
0,original_full,582,15.700022647548257,598
0,original_full,583,15.699335021696184,598
0,original_full,584,15.69835685185349,598
0,original_full,585,15.69717969280499,598
0,original_full,586,15.698583708141554,598
0,original_full,587,15.699622857205739,598
0,original_full,588,15.706067794809195,598
0,original_full,589,15.703811504206033,598
0,original_full,590,15.700252177378683,598
0,original_full,591,15.700942759797453,598
0,original_full,592,15.696435800229375,598
0,original_full,593,15.694217170200611,598
0,original_full,594,15.696134115129103,598
0,original_full,595,15.693964666517626,598
0,original_full,596,15.692368921184356,598
0,original_full,597,15.692969642535978,598
0,original_full,598,15.68969641329152,598
0,original_full,599,15.690228944501648,598
0,original_full,600,15.696563179744189,598
0,original_no_holiday,1,49.25234185048683,600
0,original_no_holiday,2,47.114373402860714,600
0,original_no_holiday,3,45.69403353598621,600
0,original_no_holiday,4,44.327403691584934,600
0,original_no_holiday,5,42.50271415558833,600
0,original_no_holiday,6,41.2532875615006,600
0,original_no_holiday,7,40.09550585077415,600
0,original_no_holiday,8,38.553204138858966,600
0,original_no_holiday,9,37.07892251827222,600
0,original_no_holiday,10,36.117250363281876,600
0,original_no_holiday,11,35.15674150741682,600
0,original_no_holiday,12,33.892629429778715,600
0,original_no_holiday,13,33.065904635582314,600
0,original_no_holiday,14,32.02949916026416,600
0,original_no_holiday,15,31.355952334534706,600
0,original_no_holiday,16,30.582141298157914,600
0,original_no_holiday,17,29.722797107660714,600
0,original_no_holiday,18,28.775162899722805,600
0,original_no_holiday,19,28.187798322566294,600
0,original_no_holiday,20,27.364617342624573,600
0,original_no_holiday,21,26.589044869035764,600
0,original_no_holiday,22,26.017130843731678,600
0,original_no_holiday,23,25.319065242147406,600
0,original_no_holiday,24,24.785289813215144,600
0,original_no_holiday,25,24.185881778522006,600
0,original_no_holiday,26,23.816653846065403,600
0,original_no_holiday,27,23.374338154071662,600
0,original_no_holiday,28,22.99169150172222,600
0,original_no_holiday,29,22.61802895262057,600
0,original_no_holiday,30,22.318829104429234,600
0,original_no_holiday,31,21.884398397023492,600
0,original_no_holiday,32,21.48594544403922,600
0,original_no_holiday,33,21.33442553030513,600
0,original_no_holiday,34,21.080328945830836,600
0,original_no_holiday,35,20.82999123825254,600
0,original_no_holiday,36,20.540975998103992,600
0,original_no_holiday,37,20.274188020128353,600
0,original_no_holiday,38,20.02245339873525,600
0,original_no_holiday,39,19.774039176701823,600
0,original_no_holiday,40,19.58271503963858,600
0,original_no_holiday,41,19.400866442883494,600
0,original_no_holiday,42,19.168029861231968,600
0,original_no_holiday,43,19.005337264351997,600
0,original_no_holiday,44,18.807743533016396,600
0,original_no_holiday,45,18.622362516504825,600
0,original_no_holiday,46,18.536938907097113,600
0,original_no_holiday,47,18.432883292493404,600
0,original_no_holiday,48,18.41846678237351,600
0,original_no_holiday,49,18.23574589570903,600
0,original_no_holiday,50,18.109621873873646,600
0,original_no_holiday,51,17.980125657424672,600
0,original_no_holiday,52,17.890886298530113,600
0,original_no_holiday,53,17.757335945588537,600
0,original_no_holiday,54,17.71250012078565,600
0,original_no_holiday,55,17.602343235280472,600
0,original_no_holiday,56,17.538571384655757,600
0,original_no_holiday,57,17.478153309229132,600
0,original_no_holiday,58,17.417265278858537,600
0,original_no_holiday,59,17.366912105574098,600
0,original_no_holiday,60,17.264319563882808,600
0,original_no_holiday,61,17.22734282644502,600
0,original_no_holiday,62,17.224071286990263,600
0,original_no_holiday,63,17.13385802519052,600
0,original_no_holiday,64,17.044644253156626,600
0,original_no_holiday,65,16.975069927940723,600
0,original_no_holiday,66,16.979579148012395,600
0,original_no_holiday,67,16.93009827861429,600
0,original_no_holiday,68,16.914590565865495,600
0,original_no_holiday,69,16.82413995069321,600
0,original_no_holiday,70,16.746899068763277,600
0,original_no_holiday,71,16.714952124099828,600
0,original_no_holiday,72,16.702873732605028,600
0,original_no_holiday,73,16.70098213810406,600
0,original_no_holiday,74,16.691140547625274,600
0,original_no_holiday,75,16.65927056715351,600
0,original_no_holiday,76,16.61118985905648,600
0,original_no_holiday,77,16.575823067850656,600
0,original_no_holiday,78,16.59073263994654,600
0,original_no_holiday,79,16.56605364640564,600
0,original_no_holiday,80,16.638561513802625,600
0,original_no_holiday,81,16.624340762864104,600
0,original_no_holiday,82,16.57953644512444,600
0,original_no_holiday,83,16.556831694938044,600
0,original_no_holiday,84,16.55366803583511,600
0,original_no_holiday,85,16.509173714371382,600
0,original_no_holiday,86,16.46775983179898,600
0,original_no_holiday,87,16.417750842071186,600
0,original_no_holiday,88,16.5020584659251,600
0,original_no_holiday,89,16.48082538867994,600
0,original_no_holiday,90,16.53089749060253,600
0,original_no_holiday,91,16.51527375303867,600
0,original_no_holiday,92,16.59871264097432,600
0,original_no_holiday,93,16.56887847528128,600
0,original_no_holiday,94,16.535296169858157,600
0,original_no_holiday,95,16.51823871233628,600
0,original_no_holiday,96,16.49383811994861,600
0,original_no_holiday,97,16.481067272221367,600
0,original_no_holiday,98,16.432128464195706,600
0,original_no_holiday,99,16.406709634175566,600
0,original_no_holiday,100,16.393821496869418,600
0,original_no_holiday,101,16.377103097897475,600
0,original_no_holiday,102,16.35607903712284,600
0,original_no_holiday,103,16.319679004345257,600
0,original_no_holiday,104,16.281506485451807,600
0,original_no_holiday,105,16.247049505914703,600
0,original_no_holiday,106,16.23050785275291,600
0,original_no_holiday,107,16.312806520842287,600
0,original_no_holiday,108,16.29456558649952,600
0,original_no_holiday,109,16.402232450943554,600
0,original_no_holiday,110,16.378345263259703,600
0,original_no_holiday,111,16.369736918026355,600
0,original_no_holiday,112,16.336920354273524,600
0,original_no_holiday,113,16.3173111606643,600
0,original_no_holiday,114,16.30125031069924,600
0,original_no_holiday,115,16.291144269274753,600
0,original_no_holiday,116,16.29649673535783,600
0,original_no_holiday,117,16.279116907522976,600
0,original_no_holiday,118,16.259489414841855,600
0,original_no_holiday,119,16.24595688237514,600
0,original_no_holiday,120,16.2315238004898,600
0,original_no_holiday,121,16.228301210486546,600
0,original_no_holiday,122,16.214290504837223,600
0,original_no_holiday,123,16.228606954017458,600
0,original_no_holiday,124,16.20983253855296,600
0,original_no_holiday,125,16.2022862197264,600
0,original_no_holiday,126,16.192145452110804,600
0,original_no_holiday,127,16.173992814183862,600
0,original_no_holiday,128,16.163881374225436,600
0,original_no_holiday,129,16.154428452063517,600
0,original_no_holiday,130,16.14740194716972,600
0,original_no_holiday,131,16.135967808068404,600
0,original_no_holiday,132,16.13486320540855,600
0,original_no_holiday,133,16.1406090200959,600
0,original_no_holiday,134,16.140938891961458,600
0,original_no_holiday,135,16.230402286853597,600
0,original_no_holiday,136,16.22381715578578,600
0,original_no_holiday,137,16.22775218846364,600
0,original_no_holiday,138,16.213238255564583,600
0,original_no_holiday,139,16.19249975823584,600
0,original_no_holiday,140,16.189639111854962,600
0,original_no_holiday,141,16.173969671401014,600
0,original_no_holiday,142,16.170050948698513,600
