origin,source_hour,destination_hour,status,production
2021-07-26 16:45:00,2021-07-26 17:00:00,,no_future_low_band_window,6579
2021-07-26 17:15:00,2021-07-26 18:00:00,,no_future_low_band_window,1120
2021-07-26 18:15:00,2021-07-26 19:00:00,,no_future_low_band_window,3479
2021-07-27 07:00:00,2021-07-27 07:00:00,,no_future_low_band_window,1262
2021-07-27 07:15:00,2021-07-27 08:00:00,,no_future_low_band_window,1862
2021-07-27 08:15:00,2021-07-27 09:00:00,,no_future_low_band_window,593
2021-07-27 09:15:00,2021-07-27 10:00:00,,no_future_low_band_window,976
2021-07-27 10:15:00,2021-07-27 11:00:00,,no_future_low_band_window,857
2021-07-27 12:15:00,2021-07-27 13:00:00,,no_future_low_band_window,606
2021-07-27 13:15:00,2021-07-27 14:00:00,,no_future_low_band_window,1654
2021-07-27 14:15:00,2021-07-27 15:00:00,,no_future_low_band_window,1224
2021-07-27 15:15:00,2021-07-27 16:00:00,,no_future_low_band_window,1271
2021-07-27 16:45:00,2021-07-27 17:00:00,,no_future_low_band_window,350
2021-07-27 17:15:00,2021-07-27 18:00:00,,no_future_low_band_window,5796
2021-07-27 18:15:00,2021-07-27 19:00:00,,no_future_low_band_window,3392
2021-07-28 06:45:00,2021-07-28 07:00:00,,no_future_low_band_window,1841
2021-07-28 07:15:00,2021-07-28 08:00:00,,no_future_low_band_window,2013
2021-07-28 08:15:00,2021-07-28 09:00:00,,no_future_low_band_window,2284
2021-07-28 09:15:00,2021-07-28 10:00:00,,no_future_low_band_window,1029
2021-07-28 10:15:00,2021-07-28 11:00:00,,no_future_low_band_window,2429
2021-07-28 12:15:00,2021-07-28 13:00:00,,no_future_low_band_window,1488
2021-07-28 13:15:00,2021-07-28 14:00:00,,no_future_low_band_window,1197
2021-07-28 14:15:00,2021-07-28 15:00:00,,no_future_low_band_window,300
2021-07-28 15:15:00,2021-07-28 16:00:00,,no_future_low_band_window,2747
2021-07-28 16:45:00,2021-07-28 17:00:00,,no_future_low_band_window,682
2021-07-28 17:15:00,2021-07-28 18:00:00,,no_future_low_band_window,1952
2021-07-28 18:15:00,2021-07-28 19:00:00,,no_future_low_band_window,3635
2021-07-29 06:45:00,2021-07-29 07:00:00,,no_future_low_band_window,925
2021-07-29 07:15:00,2021-07-29 08:00:00,,no_future_low_band_window,909
2021-07-29 08:15:00,2021-07-29 09:00:00,,no_future_low_band_window,1181
2021-07-29 09:15:00,2021-07-29 10:00:00,,no_future_low_band_window,884
2021-07-29 10:15:00,2021-07-29 11:00:00,,no_future_low_band_window,1597
2021-07-29 12:15:00,2021-07-29 13:00:00,,no_future_low_band_window,1480
2021-07-29 13:15:00,2021-07-29 14:00:00,,no_future_low_band_window,3092
2021-07-29 14:15:00,2021-07-29 15:00:00,,no_future_low_band_window,2184
2021-07-29 15:15:00,2021-07-29 16:00:00,,no_future_low_band_window,2656
2021-07-29 16:45:00,2021-07-29 17:00:00,,no_future_low_band_window,735
2021-07-29 17:15:00,2021-07-29 18:00:00,,no_future_low_band_window,5687
2021-07-29 18:15:00,2021-07-29 19:00:00,,no_future_low_band_window,2616
2021-07-30 06:45:00,2021-07-30 07:00:00,,no_future_low_band_window,1229
2021-07-30 07:15:00,2021-07-30 08:00:00,,no_future_low_band_window,1134
2021-07-30 08:15:00,2021-07-30 09:00:00,,no_future_low_band_window,2079
2021-07-30 09:15:00,2021-07-30 10:00:00,,no_future_low_band_window,439
2021-07-30 10:15:00,2021-07-30 11:00:00,,no_future_low_band_window,1084
2021-07-30 12:15:00,2021-07-30 13:00:00,,no_future_low_band_window,1769
2021-07-30 13:15:00,2021-07-30 14:00:00,,no_future_low_band_window,1204
2021-07-30 14:15:00,2021-07-30 15:00:00,,no_future_low_band_window,790
2021-07-30 15:15:00,2021-07-30 16:00:00,,no_future_low_band_window,1575
2021-08-09 07:45:00,2021-08-09 08:00:00,,no_future_low_band_window,749
