origin,target_time,horizon,fold,y,cbl_pred,tau,lgbm_pred,pred,day_type,slot,cbl_abs_error,lgbm_abs_error,error_diff_lgbm_minus_cbl,restart
2021-05-01 17:45:00,2021-05-01 21:45:00,16,0,26.0,21.75,176.0,35.282551573423824,35.282551573423824,offday,87,4.25,9.282551573423824,5.032551573423824,False
2021-05-01 18:00:00,2021-05-01 22:00:00,16,0,25.0,20.75,176.0,32.5086313860109,32.5086313860109,offday,88,4.25,7.508631386010897,3.2586313860108973,False
2021-05-01 18:15:00,2021-05-01 22:15:00,16,0,21.0,20.75,176.0,31.516188686244963,31.516188686244963,offday,89,0.25,10.516188686244963,10.266188686244963,False
2021-05-01 18:30:00,2021-05-01 22:30:00,16,0,21.0,20.75,176.0,32.102428265016655,32.102428265016655,offday,90,0.25,11.102428265016655,10.852428265016655,False
2021-05-01 18:45:00,2021-05-01 22:45:00,16,0,22.0,20.5,176.0,31.547816167986262,31.547816167986262,offday,91,1.5,9.547816167986262,8.047816167986262,False
2021-05-01 19:00:00,2021-05-01 23:00:00,16,0,21.0,20.75,176.0,34.59281786864186,34.59281786864186,offday,92,0.25,13.592817868641859,13.342817868641859,False
2021-05-01 19:15:00,2021-05-01 23:15:00,16,0,21.0,20.5,176.0,34.75530465259076,34.75530465259076,offday,93,0.5,13.755304652590759,13.255304652590759,False
2021-05-01 19:30:00,2021-05-01 23:30:00,16,0,21.0,20.75,176.0,33.70938000802507,33.70938000802507,offday,94,0.25,12.709380008025072,12.459380008025072,False
2021-05-01 19:45:00,2021-05-01 23:45:00,16,0,21.0,21.5,176.0,35.78533530438333,35.78533530438333,offday,95,0.5,14.78533530438333,14.28533530438333,False
2021-05-01 20:00:00,2021-05-02 00:00:00,16,0,21.0,22.5,176.0,42.54803349491825,42.54803349491825,offday,0,1.5,21.54803349491825,20.04803349491825,False
2021-05-01 20:15:00,2021-05-02 00:15:00,16,0,21.0,39.25,176.0,37.106252190992656,37.106252190992656,offday,1,18.25,16.106252190992656,-2.143747809007344,False
2021-05-01 20:30:00,2021-05-02 00:30:00,16,0,21.0,39.0,176.0,37.03687669394726,37.03687669394726,offday,2,18.0,16.036876693947256,-1.9631233060527435,False
2021-05-01 20:45:00,2021-05-02 00:45:00,16,0,21.0,40.75,176.0,35.03813923731768,35.03813923731768,offday,3,19.75,14.03813923731768,-5.711860762682321,False
2021-05-01 21:00:00,2021-05-02 01:00:00,16,0,22.0,40.0,176.0,56.89687198875215,56.89687198875215,offday,4,18.0,34.89687198875215,16.896871988752153,False
2021-05-01 21:15:00,2021-05-02 01:15:00,16,0,25.0,58.5,176.0,63.4456643622712,63.4456643622712,offday,5,33.5,38.4456643622712,4.945664362271202,False
2021-05-01 21:30:00,2021-05-02 01:30:00,16,0,24.0,61.0,176.0,64.43550558291159,64.43550558291159,offday,6,37.0,40.43550558291159,3.4355055829115884,False
2021-05-01 21:45:00,2021-05-02 01:45:00,16,0,21.0,63.75,176.0,59.03520896762228,59.03520896762228,offday,7,42.75,38.03520896762228,-4.714791032377718,False
2021-05-01 22:00:00,2021-05-02 02:00:00,16,0,20.0,64.5,176.0,37.2390172071089,37.2390172071089,offday,8,44.5,17.2390172071089,-27.2609827928911,False
2021-05-01 22:15:00,2021-05-02 02:15:00,16,0,21.0,61.25,176.0,35.023933163358656,35.023933163358656,offday,9,40.25,14.023933163358656,-26.226066836641344,False
2021-05-01 22:30:00,2021-05-02 02:30:00,16,0,21.0,60.75,176.0,34.50321769329132,34.50321769329132,offday,10,39.75,13.503217693291319,-26.24678230670868,False
2021-05-01 22:45:00,2021-05-02 02:45:00,16,0,21.0,55.5,176.0,36.18112380477029,36.18112380477029,offday,11,34.5,15.181123804770287,-19.318876195229713,False
2021-05-01 23:00:00,2021-05-02 03:00:00,16,0,21.0,61.25,176.0,36.06686365047919,36.06686365047919,offday,12,40.25,15.066863650479192,-25.183136349520808,False
2021-05-01 23:15:00,2021-05-02 03:15:00,16,0,21.0,53.75,176.0,34.47369406020014,34.47369406020014,offday,13,32.75,13.473694060200138,-19.27630593979986,False
2021-05-01 23:30:00,2021-05-02 03:30:00,16,0,21.0,63.75,176.0,37.811828172501016,37.811828172501016,offday,14,42.75,16.811828172501016,-25.938171827498984,False
2021-05-01 23:45:00,2021-05-02 03:45:00,16,0,21.0,63.0,176.0,36.08964002468751,36.08964002468751,offday,15,42.0,15.089640024687512,-26.91035997531249,False
2021-05-02 00:00:00,2021-05-02 04:00:00,16,0,21.0,60.75,176.0,46.726414156152224,46.726414156152224,offday,16,39.75,25.726414156152224,-14.023585843847776,False
2021-05-02 00:15:00,2021-05-02 04:15:00,16,0,23.0,60.25,176.0,46.180447507122935,46.180447507122935,offday,17,37.25,23.180447507122935,-14.069552492877065,False
2021-05-02 00:30:00,2021-05-02 04:30:00,16,0,26.0,63.0,176.0,47.77910933097221,47.77910933097221,offday,18,37.0,21.77910933097221,-15.220890669027789,False
2021-05-02 00:45:00,2021-05-02 04:45:00,16,0,24.0,63.0,176.0,51.44923619048544,51.44923619048544,offday,19,39.0,27.449236190485443,-11.550763809514557,False
2021-05-02 01:00:00,2021-05-02 05:00:00,16,0,21.0,60.25,176.0,35.28697341159995,35.28697341159995,offday,20,39.25,14.286973411599952,-24.963026588400048,False
2021-05-02 01:15:00,2021-05-02 05:15:00,16,0,21.0,47.5,176.0,33.749258089322225,33.749258089322225,offday,21,26.5,12.749258089322225,-13.750741910677775,False
2021-05-02 01:30:00,2021-05-02 05:30:00,16,0,21.0,44.25,176.0,35.01424302617946,35.01424302617946,offday,22,23.25,14.014243026179457,-9.235756973820543,False
2021-05-02 01:45:00,2021-05-02 05:45:00,16,0,21.0,56.5,176.0,33.47776117904931,33.47776117904931,offday,23,35.5,12.47776117904931,-23.02223882095069,False
2021-05-02 02:00:00,2021-05-02 06:00:00,16,0,21.0,57.75,176.0,71.59374769959302,71.59374769959302,offday,24,36.75,50.593747699593024,13.843747699593024,False
2021-05-02 02:15:00,2021-05-02 06:15:00,16,0,21.0,63.75,176.0,68.70552082972648,68.70552082972648,offday,25,42.75,47.70552082972648,4.955520829726481,False
2021-05-02 02:30:00,2021-05-02 06:30:00,16,0,21.0,61.75,176.0,72.93061152498225,72.93061152498225,offday,26,40.75,51.930611524982254,11.180611524982254,False
2021-05-02 02:45:00,2021-05-02 06:45:00,16,0,21.0,60.0,176.0,69.88037228912806,69.88037228912806,offday,27,39.0,48.88037228912806,9.880372289128061,False
2021-05-02 03:00:00,2021-05-02 07:00:00,16,0,21.0,55.75,176.0,48.11302183145334,48.11302183145334,offday,28,34.75,27.113021831453338,-7.636978168546662,False
2021-05-02 03:15:00,2021-05-02 07:15:00,16,0,21.0,52.0,176.0,47.71651472618005,47.71651472618005,offday,29,31.0,26.71651472618005,-4.283485273819949,False
2021-05-02 03:30:00,2021-05-02 07:30:00,16,0,25.0,47.25,176.0,49.39321199967939,49.39321199967939,offday,30,22.25,24.393211999679387,2.1432119996793872,False
2021-05-02 03:45:00,2021-05-02 07:45:00,16,0,25.0,33.25,176.0,58.2071240212842,58.2071240212842,offday,31,8.25,33.2071240212842,24.9571240212842,False
2021-05-02 04:00:00,2021-05-02 08:00:00,16,0,23.0,26.0,176.0,70.6330959084854,70.6330959084854,offday,32,3.0,47.6330959084854,44.6330959084854,False
2021-05-02 04:15:00,2021-05-02 08:15:00,16,0,21.0,22.75,176.0,69.20717989360605,69.20717989360605,offday,33,1.75,48.20717989360605,46.45717989360605,False
2021-05-02 04:30:00,2021-05-02 08:30:00,16,0,20.0,20.75,176.0,39.37030686146086,39.37030686146086,offday,34,0.75,19.37030686146086,18.62030686146086,False
2021-05-02 04:45:00,2021-05-02 08:45:00,16,0,21.0,21.25,176.0,41.31860272694984,41.31860272694984,offday,35,0.25,20.31860272694984,20.06860272694984,False
2021-05-02 05:00:00,2021-05-02 09:00:00,16,0,21.0,20.25,176.0,50.562158148345866,50.562158148345866,offday,36,0.75,29.562158148345866,28.812158148345866,False
2021-05-02 05:15:00,2021-05-02 09:15:00,16,0,21.0,20.25,176.0,42.01567921935999,42.01567921935999,offday,37,0.75,21.01567921935999,20.26567921935999,False
2021-05-02 05:30:00,2021-05-02 09:30:00,16,0,20.0,20.25,176.0,40.17512051895187,40.17512051895187,offday,38,0.25,20.17512051895187,19.92512051895187,False
2021-05-02 05:45:00,2021-05-02 09:45:00,16,0,21.0,20.0,176.0,41.52144458769025,41.52144458769025,offday,39,1.0,20.521444587690247,19.521444587690247,False
2021-05-02 06:00:00,2021-05-02 10:00:00,16,0,20.0,20.25,176.0,62.46484270834379,62.46484270834379,offday,40,0.25,42.46484270834379,42.21484270834379,False
2021-05-02 06:15:00,2021-05-02 10:15:00,16,0,21.0,20.5,176.0,80.89378135932111,80.89378135932111,offday,41,0.5,59.89378135932111,59.39378135932111,False
2021-05-02 06:30:00,2021-05-02 10:30:00,16,0,20.0,20.5,176.0,62.01109397200573,62.01109397200573,offday,42,0.5,42.01109397200573,41.51109397200573,False
2021-05-02 06:45:00,2021-05-02 10:45:00,16,0,22.0,20.5,176.0,61.74355736253435,61.74355736253435,offday,43,1.5,39.74355736253435,38.24355736253435,False
2021-05-02 07:00:00,2021-05-02 11:00:00,16,0,26.0,22.75,176.0,49.06247008606695,49.06247008606695,offday,44,3.25,23.062470086066952,19.812470086066952,False
2021-05-02 07:15:00,2021-05-02 11:15:00,16,0,24.0,22.75,176.0,58.322379058750286,58.322379058750286,offday,45,1.25,34.322379058750286,33.072379058750286,False
2021-05-02 07:30:00,2021-05-02 11:30:00,16,0,21.0,20.5,176.0,48.34393826749448,48.34393826749448,offday,46,0.5,27.34393826749448,26.84393826749448,False
2021-05-02 07:45:00,2021-05-02 11:45:00,16,0,21.0,21.25,176.0,28.74869632118473,28.74869632118473,offday,47,0.25,7.748696321184731,7.498696321184731,False
2021-05-02 08:00:00,2021-05-02 12:00:00,16,0,21.0,21.75,176.0,28.107606532004887,28.107606532004887,offday,48,0.75,7.107606532004887,6.357606532004887,False
2021-05-02 08:15:00,2021-05-02 12:15:00,16,0,21.0,20.5,176.0,28.360923032128717,28.360923032128717,offday,49,0.5,7.360923032128717,6.860923032128717,False
2021-05-02 08:30:00,2021-05-02 12:30:00,16,0,21.0,20.5,176.0,26.92641827190816,26.92641827190816,offday,50,0.5,5.926418271908162,5.426418271908162,False
2021-05-02 08:45:00,2021-05-02 12:45:00,16,0,21.0,20.25,176.0,26.81969642847932,26.81969642847932,offday,51,0.75,5.819696428479318,5.069696428479318,False
2021-05-02 09:00:00,2021-05-02 13:00:00,16,0,21.0,20.25,176.0,26.49698751968366,26.49698751968366,offday,52,0.75,5.49698751968366,4.74698751968366,False
2021-05-02 09:15:00,2021-05-02 13:15:00,16,0,21.0,20.25,176.0,30.911607065303556,30.911607065303556,offday,53,0.75,9.911607065303556,9.161607065303556,False
2021-05-02 09:30:00,2021-05-02 13:30:00,16,0,20.0,20.25,176.0,31.554103938343275,31.554103938343275,offday,54,0.25,11.554103938343275,11.304103938343275,False
2021-05-02 09:45:00,2021-05-02 13:45:00,16,0,20.0,20.75,176.0,31.97454268159032,31.97454268159032,offday,55,0.75,11.974542681590322,11.224542681590322,False
2021-05-02 10:00:00,2021-05-02 14:00:00,16,0,24.0,20.75,176.0,31.110744955009324,31.110744955009324,offday,56,3.25,7.110744955009324,3.8607449550093236,False
2021-05-02 10:15:00,2021-05-02 14:15:00,16,0,26.0,23.5,176.0,36.72744761466636,36.72744761466636,offday,57,2.5,10.72744761466636,8.22744761466636,False
2021-05-02 10:30:00,2021-05-02 14:30:00,16,0,23.0,22.75,176.0,36.36377149556462,36.36377149556462,offday,58,0.25,13.36377149556462,13.11377149556462,False
2021-05-02 10:45:00,2021-05-02 14:45:00,16,0,21.0,20.25,176.0,31.44194834664206,31.44194834664206,offday,59,0.75,10.44194834664206,9.69194834664206,False
2021-05-02 11:00:00,2021-05-02 15:00:00,16,0,21.0,20.5,176.0,31.597576193998467,31.597576193998467,offday,60,0.5,10.597576193998467,10.097576193998467,False
2021-05-02 11:15:00,2021-05-02 15:15:00,16,0,20.0,21.25,176.0,29.672789598476022,29.672789598476022,offday,61,1.25,9.672789598476022,8.422789598476022,False
2021-05-02 11:30:00,2021-05-02 15:30:00,16,0,20.0,20.75,176.0,28.59112922189108,28.59112922189108,offday,62,0.75,8.59112922189108,7.84112922189108,False
2021-05-02 11:45:00,2021-05-02 15:45:00,16,0,21.0,20.25,176.0,30.937437835037304,30.937437835037304,offday,63,0.75,9.937437835037304,9.187437835037304,False
2021-05-02 12:00:00,2021-05-02 16:00:00,16,0,21.0,20.25,176.0,30.23678149401459,30.23678149401459,offday,64,0.75,9.23678149401459,8.48678149401459,False
2021-05-02 12:15:00,2021-05-02 16:15:00,16,0,20.0,20.25,176.0,29.138274592883576,29.138274592883576,offday,65,0.25,9.138274592883576,8.888274592883576,False
2021-05-02 12:30:00,2021-05-02 16:30:00,16,0,20.0,20.25,176.0,30.774147803206397,30.774147803206397,offday,66,0.25,10.774147803206397,10.524147803206397,False
2021-05-02 12:45:00,2021-05-02 16:45:00,16,0,20.0,20.5,176.0,31.297161852605186,31.297161852605186,offday,67,0.5,11.297161852605186,10.797161852605186,False
2021-05-02 13:00:00,2021-05-02 17:00:00,16,0,20.0,21.0,176.0,25.44078311413632,25.44078311413632,offday,68,1.0,5.44078311413632,4.44078311413632,False
2021-05-02 13:15:00,2021-05-02 17:15:00,16,0,22.0,21.5,176.0,24.34033138227379,24.34033138227379,offday,69,0.5,2.3403313822737886,1.8403313822737886,False
2021-05-02 13:30:00,2021-05-02 17:30:00,16,0,25.0,23.25,176.0,29.579520682082794,29.579520682082794,offday,70,1.75,4.579520682082794,2.8295206820827943,False
2021-05-02 13:45:00,2021-05-02 17:45:00,16,0,25.0,23.25,176.0,29.75172381824228,29.75172381824228,offday,71,1.75,4.751723818242279,3.0017238182422794,False
2021-05-02 14:00:00,2021-05-02 18:00:00,16,0,21.0,20.5,176.0,28.48018333506923,28.48018333506923,offday,72,0.5,7.480183335069231,6.980183335069231,False
2021-05-02 14:15:00,2021-05-02 18:15:00,16,0,20.0,20.25,176.0,28.99409962899696,28.99409962899696,offday,73,0.25,8.99409962899696,8.74409962899696,False
2021-05-02 14:30:00,2021-05-02 18:30:00,16,0,21.0,20.75,176.0,24.95413247074316,24.95413247074316,offday,74,0.25,3.9541324707431613,3.7041324707431613,False
2021-05-02 14:45:00,2021-05-02 18:45:00,16,0,20.0,20.0,176.0,28.267173525950525,28.267173525950525,offday,75,0.0,8.267173525950525,8.267173525950525,False
2021-05-02 15:00:00,2021-05-02 19:00:00,16,0,20.0,19.75,176.0,26.77914744512027,26.77914744512027,offday,76,0.25,6.77914744512027,6.52914744512027,False
2021-05-02 15:15:00,2021-05-02 19:15:00,16,0,20.0,19.5,176.0,25.824746402264704,25.824746402264704,offday,77,0.5,5.824746402264704,5.324746402264704,False
2021-05-02 15:30:00,2021-05-02 19:30:00,16,0,20.0,19.5,176.0,25.82876861210746,25.82876861210746,offday,78,0.5,5.82876861210746,5.32876861210746,False
2021-05-02 15:45:00,2021-05-02 19:45:00,16,0,20.0,20.25,176.0,26.54282205975858,26.54282205975858,offday,79,0.25,6.542822059758581,6.292822059758581,False
2021-05-02 16:00:00,2021-05-02 20:00:00,16,0,21.0,20.25,176.0,26.809694608135462,26.809694608135462,offday,80,0.75,5.809694608135462,5.059694608135462,False
2021-05-02 16:15:00,2021-05-02 20:15:00,16,0,20.0,20.0,176.0,27.294828794802307,27.294828794802307,offday,81,0.0,7.2948287948023065,7.2948287948023065,False
2021-05-02 16:30:00,2021-05-02 20:30:00,16,0,21.0,20.0,176.0,27.28987437569164,27.28987437569164,offday,82,1.0,6.289874375691639,5.289874375691639,False
2021-05-02 16:45:00,2021-05-02 20:45:00,16,0,25.0,20.5,176.0,27.514516035793736,27.514516035793736,offday,83,4.5,2.5145160357937364,-1.9854839642062636,False
2021-05-02 17:00:00,2021-05-02 21:00:00,16,0,26.0,23.25,176.0,32.456655531720955,32.456655531720955,offday,84,2.75,6.456655531720955,3.706655531720955,False
2021-05-02 17:15:00,2021-05-02 21:15:00,16,0,22.0,23.5,176.0,32.18100618503663,32.18100618503663,offday,85,1.5,10.18100618503663,8.68100618503663,False
2021-05-02 17:30:00,2021-05-02 21:30:00,16,0,21.0,21.0,176.0,27.75034101715617,27.75034101715617,offday,86,0.0,6.75034101715617,6.75034101715617,False
2021-05-02 17:45:00,2021-05-02 21:45:00,16,0,22.0,21.75,176.0,26.54447931445527,26.54447931445527,offday,87,0.25,4.54447931445527,4.29447931445527,False
2021-05-02 18:00:00,2021-05-02 22:00:00,16,0,21.0,20.75,176.0,23.550116954791186,23.550116954791186,offday,88,0.25,2.5501169547911857,2.3001169547911857,False
2021-05-02 18:15:00,2021-05-02 22:15:00,16,0,21.0,20.25,176.0,24.64506261786584,24.64506261786584,offday,89,0.75,3.6450626178658396,2.8950626178658396,False
2021-05-02 18:30:00,2021-05-02 22:30:00,16,0,21.0,20.25,176.0,23.517351340703478,23.517351340703478,offday,90,0.75,2.5173513407034775,1.7673513407034775,False
2021-05-02 18:45:00,2021-05-02 22:45:00,16,0,21.0,20.5,176.0,23.763439900886237,23.763439900886237,offday,91,0.5,2.7634399008862367,2.2634399008862367,False
2021-05-02 19:00:00,2021-05-02 23:00:00,16,0,21.0,20.25,176.0,27.85528120178411,27.85528120178411,offday,92,0.75,6.855281201784109,6.105281201784109,False
2021-05-02 19:15:00,2021-05-02 23:15:00,16,0,21.0,20.25,176.0,27.250445081599675,27.250445081599675,offday,93,0.75,6.2504450815996755,5.5004450815996755,False
2021-05-02 19:30:00,2021-05-02 23:30:00,16,0,21.0,20.5,176.0,27.46407976500593,27.46407976500593,offday,94,0.5,6.4640797650059305,5.9640797650059305,False
2021-05-02 19:45:00,2021-05-02 23:45:00,16,0,21.0,21.0,176.0,27.914328220443814,27.914328220443814,offday,95,0.0,6.914328220443814,6.914328220443814,False
2021-05-02 20:00:00,2021-05-03 00:00:00,16,0,25.0,22.25,176.0,31.980340678787687,31.980340678787687,workday,0,2.75,6.980340678787687,4.230340678787687,False
2021-05-02 20:15:00,2021-05-03 00:15:00,16,0,26.0,62.333333333333336,176.0,74.21735507882202,74.21735507882202,workday,1,36.333333333333336,48.217355078822024,11.884021745488688,False
2021-05-02 20:30:00,2021-05-03 00:30:00,16,0,23.0,59.0,176.0,68.8761498384294,68.8761498384294,workday,2,36.0,45.8761498384294,9.876149838429399,False
2021-05-02 20:45:00,2021-05-03 00:45:00,16,0,21.0,57.0,176.0,68.81602340116908,68.81602340116908,workday,3,36.0,47.816023401169076,11.816023401169076,False
2021-05-02 21:00:00,2021-05-03 01:00:00,16,0,21.0,57.333333333333336,176.0,90.3616631083317,90.3616631083317,workday,4,36.333333333333336,69.3616631083317,33.02832977499836,False
2021-05-02 21:15:00,2021-05-03 01:15:00,16,0,21.0,83.0,176.0,92.40977339211084,92.40977339211084,workday,5,62.0,71.40977339211084,9.409773392110836,False
2021-05-02 21:30:00,2021-05-03 01:30:00,16,0,21.0,98.66666666666669,176.0,114.02436375151596,114.02436375151596,workday,6,77.66666666666669,93.02436375151596,15.357697084849278,False
2021-05-02 21:45:00,2021-05-03 01:45:00,16,0,21.0,103.33333333333331,176.0,111.59526718262816,111.59526718262816,workday,7,82.33333333333331,90.59526718262816,8.261933849294849,False
2021-05-02 22:00:00,2021-05-03 02:00:00,16,0,21.0,103.0,176.0,96.95934096051352,96.95934096051352,workday,8,82.0,75.95934096051352,-6.040659039486485,False
2021-05-02 22:15:00,2021-05-03 02:15:00,16,0,21.0,99.66666666666669,176.0,107.59197978858494,107.59197978858494,workday,9,78.66666666666669,86.59197978858494,7.925313121918251,False
2021-05-02 22:30:00,2021-05-03 02:30:00,16,0,21.0,102.66666666666669,176.0,101.23370639826632,101.23370639826632,workday,10,81.66666666666669,80.23370639826632,-1.4329602684003646,False
2021-05-02 22:45:00,2021-05-03 02:45:00,16,0,21.0,99.0,176.0,99.23110441000874,99.23110441000874,workday,11,78.0,78.23110441000874,0.23110441000874005,False
2021-05-02 23:00:00,2021-05-03 03:00:00,16,0,21.0,96.66666666666669,176.0,107.75985834258395,107.75985834258395,workday,12,75.66666666666669,86.75985834258395,11.093191675917268,False
2021-05-02 23:15:00,2021-05-03 03:15:00,16,0,24.0,81.66666666666667,176.0,75.22002858812134,75.22002858812134,workday,13,57.66666666666667,51.22002858812134,-6.446638078545334,False
2021-05-02 23:30:00,2021-05-03 03:30:00,16,0,26.0,101.0,176.0,105.68898242635042,105.68898242635042,workday,14,75.0,79.68898242635042,4.688982426350421,False
2021-05-02 23:45:00,2021-05-03 03:45:00,16,0,22.0,99.0,176.0,99.33777076745432,99.33777076745432,workday,15,77.0,77.33777076745432,0.337770767454316,False
2021-05-03 00:00:00,2021-05-03 04:00:00,16,0,21.0,100.0,176.0,109.99904354812854,109.99904354812854,workday,16,79.0,88.99904354812854,9.99904354812854,False
2021-05-03 00:15:00,2021-05-03 04:15:00,16,0,21.0,92.33333333333331,176.0,108.82352569373336,108.82352569373336,workday,17,71.33333333333331,87.82352569373336,16.490192360400044,False
2021-05-03 00:30:00,2021-05-03 04:30:00,16,0,21.0,101.0,176.0,108.32838446591674,108.32838446591674,workday,18,80.0,87.32838446591674,7.328384465916741,False
2021-05-03 00:45:00,2021-05-03 04:45:00,16,0,21.0,104.66666666666669,176.0,115.17943430528494,115.17943430528494,workday,19,83.66666666666669,94.17943430528494,10.512767638618257,False
2021-05-03 01:00:00,2021-05-03 05:00:00,16,0,21.0,105.66666666666669,176.0,110.0183727518898,110.0183727518898,workday,20,84.66666666666669,89.0183727518898,4.351706085223114,False
2021-05-03 01:15:00,2021-05-03 05:15:00,16,0,21.0,79.66666666666667,176.0,44.7270219528742,44.7270219528742,workday,21,58.66666666666667,23.727021952874203,-34.93964471379247,False
2021-05-03 01:30:00,2021-05-03 05:30:00,16,0,21.0,69.0,176.0,45.2998736093237,45.2998736093237,workday,22,48.0,24.299873609323697,-23.700126390676303,False
2021-05-03 01:45:00,2021-05-03 05:45:00,16,0,21.0,96.0,176.0,73.72223325983073,73.72223325983073,workday,23,75.0,52.72223325983073,-22.27776674016927,False
2021-05-03 02:00:00,2021-05-03 06:00:00,16,0,21.0,107.0,176.0,89.47295871806365,89.47295871806365,workday,24,86.0,68.47295871806365,-17.52704128193635,False
2021-05-03 02:15:00,2021-05-03 06:15:00,16,0,23.0,108.0,176.0,84.58843652810823,84.58843652810823,workday,25,85.0,61.58843652810823,-23.411563471891768,False
2021-05-03 02:30:00,2021-05-03 06:30:00,16,0,25.0,106.33333333333331,176.0,79.59583220940952,79.59583220940952,workday,26,81.33333333333331,54.59583220940952,-26.737501123923792,False
2021-05-03 02:45:00,2021-05-03 06:45:00,16,0,24.0,97.66666666666669,176.0,74.43650597654907,74.43650597654907,workday,27,73.66666666666669,50.43650597654907,-23.230160690117614,False
2021-05-03 03:00:00,2021-05-03 07:00:00,16,0,21.0,96.66666666666669,176.0,52.995686839928375,52.995686839928375,workday,28,75.66666666666669,31.995686839928375,-43.67097982673831,False
2021-05-03 03:15:00,2021-05-03 07:15:00,16,0,22.0,100.66666666666669,176.0,66.21907634712719,66.21907634712719,workday,29,78.66666666666669,44.219076347127185,-34.4475903195395,False
2021-05-03 03:30:00,2021-05-03 07:30:00,16,0,40.0,105.33333333333331,176.0,72.69706595256605,72.69706595256605,workday,30,65.33333333333331,32.69706595256605,-32.636267380767265,False
2021-05-03 03:45:00,2021-05-03 07:45:00,16,0,76.0,136.0,176.0,92.70900119679256,92.70900119679256,workday,31,60.0,16.709001196792556,-43.290998803207444,True
2021-05-03 04:00:00,2021-05-03 08:00:00,16,0,97.0,136.0,176.0,90.86774210867712,90.86774210867712,workday,32,39.0,6.13225789132288,-32.86774210867712,False
2021-05-03 04:15:00,2021-05-03 08:15:00,16,0,153.0,153.0,176.0,80.14534061122446,80.14534061122446,workday,33,0.0,72.85465938877554,72.85465938877554,False
2021-05-03 04:30:00,2021-05-03 08:30:00,16,0,184.0,174.33333333333334,176.0,103.97826288859582,103.97826288859582,workday,34,9.666666666666657,80.02173711140418,70.35507044473752,False
2021-05-03 04:45:00,2021-05-03 08:45:00,16,0,183.0,164.66666666666666,176.0,81.99024044720785,81.99024044720785,workday,35,18.333333333333343,101.00975955279215,82.6764262194588,False
2021-05-03 05:00:00,2021-05-03 09:00:00,16,0,179.0,161.0,176.0,112.7714304032192,112.7714304032192,workday,36,18.0,66.2285695967808,48.2285695967808,False
2021-05-03 05:15:00,2021-05-03 09:15:00,16,0,181.0,164.33333333333334,176.0,111.84789636353494,111.84789636353494,workday,37,16.666666666666657,69.15210363646506,52.4854369697984,False
2021-05-03 05:30:00,2021-05-03 09:30:00,16,0,178.0,150.66666666666666,176.0,98.18467343486144,98.18467343486144,workday,38,27.333333333333343,79.81532656513856,52.48199323180522,False
2021-05-03 05:45:00,2021-05-03 09:45:00,16,0,164.0,159.0,176.0,109.11858475429956,109.11858475429956,workday,39,5.0,54.88141524570044,49.88141524570044,False
2021-05-03 06:00:00,2021-05-03 10:00:00,16,0,157.0,159.66666666666666,176.0,114.68373957602286,114.68373957602286,workday,40,2.666666666666657,42.31626042397714,39.649593757310484,False
2021-05-03 06:15:00,2021-05-03 10:15:00,16,0,125.0,124.0,176.0,85.25046944692508,85.25046944692508,workday,41,1.0,39.74953055307492,38.74953055307492,False
2021-05-03 06:30:00,2021-05-03 10:30:00,16,0,141.0,163.66666666666666,176.0,112.9037305756119,112.9037305756119,workday,42,22.666666666666657,28.096269424388097,5.42960275772144,False
2021-05-03 06:45:00,2021-05-03 10:45:00,16,0,164.0,167.66666666666666,176.0,109.12534699220616,109.12534699220616,workday,43,3.666666666666657,54.87465300779384,51.20798634112718,False
2021-05-03 07:00:00,2021-05-03 11:00:00,16,0,164.0,165.33333333333334,176.0,96.70613688387274,96.70613688387274,workday,44,1.3333333333333428,67.29386311612726,65.96052978279391,False
2021-05-03 07:15:00,2021-05-03 11:15:00,16,0,173.0,165.0,176.0,96.72681736587823,96.72681736587823,workday,45,8.0,76.27318263412177,68.27318263412177,False
2021-05-03 07:30:00,2021-05-03 11:30:00,16,0,170.0,161.33333333333334,176.0,169.83721781805573,169.83721781805573,workday,46,8.666666666666657,0.16278218194426586,-8.503884484722391,False
2021-05-03 07:45:00,2021-05-03 11:45:00,16,0,173.0,160.33333333333334,176.0,175.67498496863178,175.67498496863178,workday,47,12.666666666666657,2.674984968631776,-9.991681698034881,False
2021-05-03 08:00:00,2021-05-03 12:00:00,16,0,179.0,159.66666666666666,176.0,182.0143393911844,182.0143393911844,workday,48,19.333333333333343,3.014339391184393,-16.31899394214895,False
2021-05-03 08:15:00,2021-05-03 12:15:00,16,0,105.0,103.66666666666669,176.0,112.47665565465,112.47665565465,workday,49,1.3333333333333144,7.476655654650003,6.143322321316688,False
2021-05-03 08:30:00,2021-05-03 12:30:00,16,0,93.0,79.0,176.0,86.3770783919963,86.3770783919963,workday,50,14.0,6.6229216080036934,-7.3770783919963066,False
2021-05-03 08:45:00,2021-05-03 12:45:00,16,0,93.0,79.0,176.0,96.33583634641658,96.33583634641658,workday,51,14.0,3.3358363464165848,-10.664163653583415,False
2021-05-03 09:00:00,2021-05-03 13:00:00,16,0,134.0,113.0,176.0,141.8862588398663,141.8862588398663,workday,52,21.0,7.8862588398662865,-13.113741160133713,False
2021-05-03 09:15:00,2021-05-03 13:15:00,16,0,177.0,149.66666666666666,176.0,180.57445711638184,180.57445711638184,workday,53,27.333333333333343,3.5744571163818364,-23.758876216951506,False
