h4_fold,peak_start,peak_slot,horizon,origin,origin_on_history_grid,origin_has_clean_power,target_in_original_horizon_score,horizon_score_fold,slot_selected_from_horizon_fold_fit,analysis_role
2,2021-07-27 08:15:00,33,96,2021-07-26 08:15:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-27 09:45:00,39,16,2021-07-27 05:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-27 09:45:00,39,96,2021-07-26 09:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-27 10:30:00,42,16,2021-07-27 06:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-27 10:30:00,42,96,2021-07-26 10:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-27 13:30:00,54,16,2021-07-27 09:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-27 13:30:00,54,96,2021-07-26 13:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-27 15:45:00,63,16,2021-07-27 11:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-27 15:45:00,63,96,2021-07-26 15:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-27 18:00:00,72,16,2021-07-27 14:00:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-27 18:00:00,72,96,2021-07-26 18:00:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-27 19:45:00,79,16,2021-07-27 15:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-27 19:45:00,79,96,2021-07-26 19:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-28 08:15:00,33,16,2021-07-28 04:15:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-28 08:15:00,33,96,2021-07-27 08:15:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-28 10:30:00,42,16,2021-07-28 06:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-28 10:30:00,42,96,2021-07-27 10:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-28 13:15:00,53,16,2021-07-28 09:15:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-28 13:15:00,53,96,2021-07-27 13:15:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-28 15:45:00,63,16,2021-07-28 11:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-28 15:45:00,63,96,2021-07-27 15:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-28 18:00:00,72,16,2021-07-28 14:00:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-28 18:00:00,72,96,2021-07-27 18:00:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 08:30:00,34,16,2021-07-29 04:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 08:30:00,34,96,2021-07-28 08:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 10:30:00,42,16,2021-07-29 06:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 10:30:00,42,96,2021-07-28 10:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 13:30:00,54,16,2021-07-29 09:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 13:30:00,54,96,2021-07-28 13:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 14:30:00,58,16,2021-07-29 10:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 14:30:00,58,96,2021-07-28 14:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 15:45:00,63,16,2021-07-29 11:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 15:45:00,63,96,2021-07-28 15:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 18:45:00,75,16,2021-07-29 14:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 18:45:00,75,96,2021-07-28 18:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 19:45:00,79,16,2021-07-29 15:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-29 19:45:00,79,96,2021-07-28 19:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-30 08:15:00,33,16,2021-07-30 04:15:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-30 08:15:00,33,96,2021-07-29 08:15:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-30 10:30:00,42,16,2021-07-30 06:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-30 10:30:00,42,96,2021-07-29 10:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-30 13:15:00,53,16,2021-07-30 09:15:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-30 13:15:00,53,96,2021-07-29 13:15:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-30 15:45:00,63,16,2021-07-30 11:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-30 15:45:00,63,96,2021-07-29 15:45:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-30 18:00:00,72,16,2021-07-30 14:00:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-07-30 18:00:00,72,96,2021-07-29 18:00:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-08-09 08:30:00,34,16,2021-08-09 04:30:00,True,True,True,2.0,False,descriptive_coverage_only
2,2021-08-09 08:30:00,34,96,2021-08-08 08:30:00,True,True,True,2.0,False,descriptive_coverage_only
