analysis,horizon,fold,day_type,slot,restart,n,peak_n,cbl_mae,lgbm_mae,error_diff_lgbm_minus_cbl
A4,16,1,workday,33,False,19,1,11.157894736842108,13.447350750273301,2.289456013431193
A4,16,1,workday,33,True,1,0,4.5,0.8461317849647401,-3.65386821503526
A4,16,1,workday,34,False,20,7,13.191666666666668,17.600668592457687,4.409001925791019
A4,16,1,workday,35,False,20,8,13.533333333333335,19.94336088666558,6.4100275533322435
A4,16,1,workday,36,False,20,8,10.991666666666667,15.510581648977649,4.518914982310983
A4,16,1,workday,37,False,20,5,9.133333333333336,10.977530155028523,1.8441968216951878
A4,16,1,workday,38,False,20,6,10.458333333333332,11.026108661639054,0.5677753283057214
A4,16,1,workday,39,False,20,5,8.016666666666666,11.03344917810018,3.016782511433516
A4,16,1,workday,40,False,20,8,12.033333333333337,14.560589846353775,2.527256513020437
A4,16,1,workday,41,False,20,0,10.33333333333333,16.870832676674716,6.537499343341388
A4,16,1,workday,42,False,20,6,10.908333333333331,14.514583778118652,3.606250444785323
A4,16,1,workday,43,False,20,9,11.499999999999996,18.616818185067253,7.116818185067257
A4,16,1,workday,44,False,20,6,9.9,14.518967290012416,4.6189672900124155
A4,16,1,workday,45,False,20,5,9.450000000000001,12.252194329765889,2.8021943297658867
A4,16,1,workday,46,False,20,5,10.591666666666665,15.653974160521932,5.06230749385527
A4,16,1,workday,47,False,20,5,7.749999999999998,14.217960937386271,6.4679609373862705
A4,16,1,workday,48,False,20,3,9.183333333333334,11.141394004592183,1.958060671258849
A4,16,1,workday,49,False,20,0,10.616666666666665,14.288754627749498,3.672087961082835
A4,16,1,workday,50,False,20,0,10.491666666666669,13.415221808326436,2.9235551416597683
A4,16,1,workday,51,False,20,0,7.858333333333334,10.683846964688623,2.8255136313552867
A4,16,1,workday,52,False,20,0,5.36666666666666,10.673424588299014,5.3067579216323555
A4,16,1,workday,53,False,20,2,8.26666666666667,10.963434814690867,2.696768148024197
A4,16,1,workday,54,False,20,6,13.35833333333333,15.668756428851106,2.310423095517771
A4,16,1,workday,55,False,20,6,11.474999999999998,14.18964497952469,2.7146449795246914
A4,16,1,workday,56,False,20,7,11.791666666666666,14.50522229570592,2.713555629039255
A4,16,1,workday,57,False,20,4,9.891666666666667,11.40435965224383,1.512692985577162
A4,16,1,workday,58,False,20,3,9.183333333333334,11.612602967997784,2.4292696346644513
A4,16,1,workday,59,False,20,3,10.366666666666665,11.392873860048365,1.0262071933816999
A4,16,1,workday,60,False,20,4,9.724999999999998,11.992285262235377,2.2672852622353785
A4,16,1,workday,61,False,20,0,9.600000000000005,13.227364610114734,3.627364610114731
A4,16,1,workday,62,False,20,3,9.866666666666665,11.810010277252887,1.9433436105862214
A4,16,1,workday,63,False,20,5,9.533333333333335,11.239254274223304,1.7059209408899698
A4,16,1,workday,64,False,20,4,11.325,13.008833177257761,1.683833177257761
A4,16,1,workday,65,False,20,1,8.533333333333335,7.812681512613229,-0.7206518207201071
A4,16,1,workday,66,False,20,0,9.458333333333332,12.093465773618393,2.6351324402850587
A4,16,1,workday,67,False,20,1,9.558333333333334,11.90326143190897,2.344928098575637
A4,16,1,workday,68,False,20,0,8.05,10.271561560871046,2.221561560871043
A4,16,1,workday,69,False,20,0,10.783333333333331,10.657945561658533,-0.12538777167479723
A4,16,1,workday,70,False,20,0,11.31666666666666,10.075682899492659,-1.240983767174002
A4,16,1,workday,71,False,20,0,7.85,11.653065378311439,3.8030653783114388
A4,16,1,workday,72,False,20,2,8.658333333333333,11.134339355730301,2.4760060223969687
A4,16,1,workday,73,False,20,1,10.76666666666667,11.677050820899638,0.9103841542329676
A4,16,1,workday,74,False,20,1,11.366666666666665,10.668463167674819,-0.6982034989918475
A4,16,1,workday,75,False,20,0,12.224999999999998,11.20967044941708,-1.0153295505829185
A4,16,1,workday,76,False,20,0,12.191666666666666,11.049906033345652,-1.1417606333210137
A4,16,1,workday,77,False,20,0,12.116666666666664,11.137167327211172,-0.9794993394554907
A4,16,1,workday,78,False,20,0,12.483333333333334,9.01721662954628,-3.466116703787054
A4,16,1,workday,79,False,20,0,17.4,17.540894583799194,0.14089458379919648
A4,16,1,workday,80,False,20,0,14.916666666666668,10.624859950171508,-4.291806716495158
A4,16,1,workday,81,False,20,0,10.59999999999999,9.864620766506189,-0.7353792334938006
A4,16,1,workday,82,False,20,0,9.183333333333337,8.143811443175027,-1.0395218901583114
A4,16,1,workday,83,False,20,0,9.508333333333335,8.633482023538429,-0.8748513097949064
A4,16,1,workday,84,False,20,0,9.075,9.47155434376877,0.39655434376876786
A4,16,1,workday,85,False,20,0,8.725000000000003,9.788513085482707,1.0635130854827046
A4,16,1,workday,86,False,20,0,7.983333333333332,7.268624844391349,-0.7147084889419822
A4,16,1,workday,87,False,20,0,7.649999999999997,7.050590871492547,-0.599409128507449
A4,16,1,workday,88,False,20,0,6.941666666666672,6.549488388886997,-0.39217827777967573
A4,16,1,workday,89,False,21,0,7.6984126984126995,9.280660849896602,1.582248151483903
A4,16,1,workday,90,False,21,0,6.230158730158732,7.715211188753599,1.4850524585948648
A4,16,1,workday,91,False,21,0,7.404761904761902,8.261826896603448,0.8570649918415453
A4,16,1,workday,92,False,21,0,7.6111111111111125,8.150789372852234,0.5396782617411203
A4,16,1,workday,93,False,21,0,7.182539682539677,7.874819390909334,0.6922797083696591
A4,16,1,workday,94,False,21,0,6.357142857142854,7.049446572694784,0.6923037155519296
A4,16,1,workday,95,False,21,0,5.563492063492062,7.347357407172164,1.7838653436801006
A4,16,2,offday,0,False,8,0,6.927083333333331,6.655426916454647,-0.2716564168786846
A4,16,2,offday,1,False,8,0,21.3125,10.627855774273604,-10.684644225726394
A4,16,2,offday,2,False,8,0,18.6875,9.824753153197173,-8.862746846802827
A4,16,2,offday,3,False,8,0,18.5,9.837198032491797,-8.662801967508203
A4,16,2,offday,4,False,8,0,18.875,10.2716691471175,-8.603330852882499
A4,16,2,offday,5,False,8,0,30.25,13.203531596052825,-17.046468403947173
A4,16,2,offday,6,False,8,0,32.625,12.907511805595817,-19.717488194404183
A4,16,2,offday,7,False,8,0,34.3125,15.149771168494901,-19.1627288315051
A4,16,2,offday,8,False,8,0,33.5625,13.712350718801401,-19.8501492811986
A4,16,2,offday,9,False,8,0,34.5625,13.908249350307395,-20.654250649692607
A4,16,2,offday,10,False,8,0,33.875,14.069278688338393,-19.805721311661607
A4,16,2,offday,11,False,8,0,32.5625,14.36474228005369,-18.19775771994631
A4,16,2,offday,12,False,8,0,29.8125,12.322944002028901,-17.4895559979711
A4,16,2,offday,13,False,8,0,24.625,10.895300712204522,-13.72969928779548
A4,16,2,offday,14,False,8,0,32.125,13.483844649898758,-18.641155350101243
A4,16,2,offday,15,False,8,0,34.8125,14.878825451230533,-19.933674548769467
A4,16,2,offday,16,False,6,0,28.291666666666668,19.922609255779566,-8.3690574108871
A4,16,2,offday,17,False,6,0,27.125,10.74553911040121,-16.379460889598793
A4,16,2,offday,18,False,6,0,25.0,9.607542969602916,-15.392457030397084
A4,16,2,offday,19,False,6,0,25.916666666666668,9.788688298474975,-16.12797836819169
A4,16,2,offday,20,False,6,0,24.416666666666668,7.1925161740022245,-17.224150492664446
A4,16,2,offday,21,False,6,0,18.833333333333332,4.514977355411946,-14.31835597792139
A4,16,2,offday,22,False,6,0,15.666666666666666,7.3060032516477476,-8.360663415018918
A4,16,2,offday,23,False,6,0,22.666666666666668,8.042166776843178,-14.624499889823488
A4,16,2,offday,24,False,6,0,25.875,6.607095554407461,-19.267904445592535
A4,16,2,offday,25,False,6,0,26.791666666666668,7.833716043324599,-18.957950623342068
A4,16,2,offday,26,False,6,0,24.208333333333332,6.484012091317272,-17.72432124201606
A4,16,2,offday,27,False,6,0,25.541666666666668,7.422565858208919,-18.11910080845775
A4,16,2,offday,28,False,8,0,25.65625,6.868418279639643,-18.78783172036036
A4,16,2,offday,29,False,8,0,26.65625,9.785795312878038,-16.870454687121963
A4,16,2,offday,30,False,8,0,23.375,10.556649647841335,-12.818350352158665
A4,16,2,offday,31,False,8,0,15.78125,10.964958614936393,-4.816291385063606
A4,16,2,offday,32,False,8,0,4.5625,17.63361962430846,13.071119624308459
A4,16,2,offday,33,False,8,0,2.5,21.876591793448537,19.376591793448537
A4,16,2,offday,34,False,8,0,3.0625,18.884623485060914,15.822123485060912
A4,16,2,offday,35,False,8,0,1.375,19.833163007203005,18.458163007203005
A4,16,2,offday,36,False,8,0,2.375,16.603279894542286,14.228279894542288
A4,16,2,offday,37,False,8,0,2.125,17.521563641306965,15.396563641306965
A4,16,2,offday,38,False,8,0,2.59375,17.95676444955327,15.363014449553269
A4,16,2,offday,39,False,8,0,2.0,17.546726607056705,15.546726607056703
A4,16,2,offday,40,False,8,0,1.9375,18.108295751606523,16.170795751606523
A4,16,2,offday,41,False,8,0,1.75,33.88920160014374,32.13920160014374
A4,16,2,offday,42,False,8,0,2.1875,17.875393237047632,15.687893237047632
A4,16,2,offday,43,False,8,0,2.46875,17.4724357594787,15.003685759478701
A4,16,2,offday,44,False,8,0,2.1875,17.03318134162471,14.845681341624713
A4,16,2,offday,45,False,8,0,2.9375,16.690780321435476,13.753280321435478
A4,16,2,offday,46,False,8,0,2.9375,18.681179511076277,15.743679511076277
A4,16,2,offday,47,False,8,0,3.21875,23.211374586631074,19.992624586631074
A4,16,2,offday,48,False,8,0,2.25,19.981591573186794,17.731591573186794
A4,16,2,offday,49,False,8,0,2.03125,17.462435778532186,15.431185778532187
A4,16,2,offday,50,False,8,0,1.53125,4.813953846260258,3.2827038462602585
A4,16,2,offday,51,False,8,0,2.1875,3.6157563827786885,1.4282563827786885
A4,16,2,offday,52,False,8,0,2.125,3.867506971632825,1.742506971632825
A4,16,2,offday,53,False,8,0,1.875,5.786888452484902,3.911888452484902
A4,16,2,offday,54,False,8,0,1.8125,12.658571900136693,10.846071900136693
A4,16,2,offday,55,False,8,0,1.34375,13.574752185636934,12.231002185636934
A4,16,2,offday,56,False,8,0,1.21875,5.4546064188053585,4.2358564188053585
A4,16,2,offday,57,False,8,0,1.5625,5.675188684973446,4.112688684973446
A4,16,2,offday,58,False,8,0,1.75,5.442431052705704,3.692431052705704
A4,16,2,offday,59,False,8,0,2.1875,4.914750974490566,2.7272509744905666
A4,16,2,offday,60,False,8,0,1.875,4.752429131612239,2.8774291316122387
A4,16,2,offday,61,False,8,0,2.0625,4.598624906157718,2.536124906157718
A4,16,2,offday,62,False,8,0,2.46875,4.483734025192577,2.014984025192577
A4,16,2,offday,63,False,8,0,1.53125,6.4566132962387925,4.9253632962387925
A4,16,2,offday,64,False,8,0,1.34375,4.419724312686622,3.075974312686622
A4,16,2,offday,65,False,8,0,2.09375,4.6876638138809055,2.5939138138809055
A4,16,2,offday,66,False,8,0,2.28125,3.5468585281225393,1.2656085281225393
A4,16,2,offday,67,False,8,0,1.4375,4.369606981495711,2.9321069814957106
A4,16,2,offday,68,False,8,0,1.75,5.884841915261661,4.134841915261661
A4,16,2,offday,69,False,8,0,1.28125,5.85401435166863,4.57276435166863
A4,16,2,offday,70,False,8,0,1.46875,5.075340715779044,3.6065907157790433
A4,16,2,offday,71,False,8,0,1.40625,6.345954052705194,4.939704052705195
A4,16,2,offday,72,False,8,0,1.9375,4.538719885463099,2.601219885463099
A4,16,2,offday,73,False,8,0,1.65625,4.299472585834898,2.6432225858348977
A4,16,2,offday,74,False,8,0,2.3125,4.42724121102773,2.11474121102773
A4,16,2,offday,75,False,8,0,1.625,5.615393142153671,3.9903931421536707
A4,16,2,offday,76,False,8,0,1.84375,4.684218925877886,2.840468925877886
A4,16,2,offday,77,False,8,0,2.21875,4.637492387420015,2.418742387420015
A4,16,2,offday,78,False,8,0,1.71875,4.533989974550151,2.8152399745501504
A4,16,2,offday,79,False,8,0,1.75,4.375694484923951,2.6256944849239514
A4,16,2,offday,80,False,8,0,1.5625,3.536116943006019,1.9736169430060189
A4,16,2,offday,81,False,8,0,1.65625,4.303515384668504,2.647265384668504
A4,16,2,offday,82,False,8,0,1.0,4.281174508060817,3.281174508060817
A4,16,2,offday,83,False,8,0,1.59375,3.4891640468060285,1.8954140468060285
A4,16,2,offday,84,False,8,0,1.4375,3.0087681368221615,1.5712681368221615
A4,16,2,offday,85,False,8,0,1.65625,2.363066103599318,0.7068161035993179
A4,16,2,offday,86,False,8,0,2.28125,2.4134459580832095,0.1321959580832095
A4,16,2,offday,87,False,8,0,1.46875,2.9667275217594415,1.4979775217594415
A4,16,2,offday,88,False,8,0,1.8125,2.2039300150629444,0.3914300150629444
A4,16,2,offday,89,False,8,0,1.0625,2.25381069767174,1.19131069767174
A4,16,2,offday,90,False,8,0,1.8125,2.5839288849333597,0.7714288849333597
A4,16,2,offday,91,False,8,0,2.15625,2.7958951470878333,0.6396451470878333
A4,16,2,offday,92,False,8,0,1.34375,3.418887125638982,2.075137125638982
A4,16,2,offday,93,False,8,0,1.6875,2.1543489650072694,0.46684896500726936
A4,16,2,offday,94,False,8,0,1.8125,2.3400159589654197,0.5275159589654197
A4,16,2,offday,95,False,8,0,1.28125,2.294642714433922,1.0133927144339219
A4,16,2,workday,0,False,14,0,22.726190476190474,9.459914795738488,-13.266275680451985
A4,16,2,workday,1,False,13,0,32.42307692307692,9.276290199683547,-23.14678672339338
A4,16,2,workday,2,False,13,0,30.538461538461544,9.417196831130257,-21.12126470733129
A4,16,2,workday,3,False,13,0,29.24358974358974,9.723519777196968,-19.520069966392775
A4,16,2,workday,4,False,14,0,26.821428571428562,9.965595938547596,-16.855832632880972
A4,16,2,workday,5,False,13,0,41.23076923076924,12.112988979219665,-29.117780251549576
A4,16,2,workday,5,True,1,0,20.66666666666667,23.52712074668824,2.8604540800215688
A4,16,2,workday,6,False,14,0,47.05952380952381,15.39665946049258,-31.66286434903123
A4,16,2,workday,7,False,14,0,49.83333333333332,15.648089980787384,-34.18524335254595
A4,16,2,workday,8,False,14,0,48.702380952380956,14.444159247509374,-34.25822170487158
A4,16,2,workday,9,False,14,0,47.761904761904766,15.398072785319588,-32.363831976585175
A4,16,2,workday,10,False,14,0,48.47619047619047,14.026325434528705,-34.44986504166177
A4,16,2,workday,11,False,14,0,48.52380952380953,14.954300147232752,-33.56950937657678
A4,16,2,workday,12,False,14,0,48.01190476190476,16.640051230993773,-31.371853530910993
A4,16,2,workday,13,False,14,0,38.654761904761905,12.356230226921364,-26.298531677840536
A4,16,2,workday,14,False,14,0,47.86904761904763,13.989424468894864,-33.87962315015276
A4,16,2,workday,15,False,14,0,50.3095238095238,15.711458371227868,-34.59806543829594
A4,16,2,workday,16,False,9,0,52.7037037037037,11.53022844224954,-41.173475261454165
A4,16,2,workday,17,False,9,0,52.57407407407407,13.195270184363558,-39.37880388971051
A4,16,2,workday,18,False,9,0,52.12962962962965,12.502617445137169,-39.62701218449248
A4,16,2,workday,19,False,9,0,52.46296296296297,11.270001204216365,-41.19296175874661
A4,16,2,workday,20,False,9,0,48.388888888888886,10.239835509973204,-38.14905337891569
A4,16,2,workday,21,False,9,0,40.37037037037037,9.647121008435537,-30.723249361934833
A4,16,2,workday,22,False,9,0,33.74074074074073,7.470174127419814,-26.270566613320923
A4,16,2,workday,23,False,9,0,44.7962962962963,10.135293879669364,-34.661002416626935
A4,16,2,workday,24,False,9,0,52.462962962962955,11.232485353064058,-41.23047760989889
A4,16,2,workday,25,False,9,0,53.14814814814813,11.028278724453836,-42.1198694236943
A4,16,2,workday,26,False,9,0,52.85185185185185,10.368660631491357,-42.48319122036049
A4,16,2,workday,27,False,9,0,53.05555555555555,11.431126429226936,-41.62442912632862
A4,16,2,workday,28,False,15,0,40.4,9.185043773235316,-31.214956226764684
A4,16,2,workday,29,False,15,0,42.955555555555556,11.254578915603608,-31.700976639951964
A4,16,2,workday,30,False,15,0,46.42222222222221,17.29920204230726,-29.123020179914956
A4,16,2,workday,31,False,14,0,54.988095238095234,31.7906100858286,-23.19748515226664
A4,16,2,workday,31,True,1,0,20.0,60.325627401949646,40.325627401949646
A4,16,2,workday,32,False,13,0,55.01282051282051,51.874091471780915,-3.138729041039591
A4,16,2,workday,32,True,2,0,18.58333333333333,11.1009694748236,-7.4823638585097285
A4,16,2,workday,33,False,15,4,55.18888888888888,60.772222615581065,5.583333726692177
A4,16,2,workday,34,False,15,8,65.95555555555555,74.44105119438426,8.485495638828692
A4,16,2,workday,35,False,15,9,64.32222222222222,76.44678557128624,12.124563349064013
A4,16,2,workday,36,False,15,10,62.28888888888889,76.47902784238475,14.190138953495866
A4,16,2,workday,37,False,15,7,60.9,69.06293393135999,8.162933931360007
A4,16,2,workday,38,False,15,8,62.35555555555555,70.5994430864674,8.243887530911843
A4,16,2,workday,39,False,14,8,59.67857142857143,66.95021415990827,7.271642731336844
A4,16,2,workday,40,False,14,8,60.797619047619044,67.28714365355626,6.48952460593721
A4,16,2,workday,41,False,14,0,47.488095238095234,41.81036175635855,-5.67773348173668
A4,16,2,workday,42,False,14,8,58.547619047619044,65.68523155743783,7.13761250981879
A4,16,2,workday,43,False,14,8,59.47619047619048,66.76494241892067,7.288751942730182
A4,16,2,workday,44,False,14,9,63.57142857142857,66.90136009572782,3.3299315242992518
A4,16,2,workday,45,False,14,8,64.70238095238096,68.97133777587506,4.268956823494098
A4,16,2,workday,46,False,14,8,63.84523809523809,69.66039486868294,5.815156773444853
A4,16,2,workday,47,False,14,9,62.904761904761905,69.19541787806212,6.29065597330022
A4,16,2,workday,48,False,14,8,63.23809523809524,54.925474845608406,-8.31262039248684
A4,16,2,workday,49,False,14,0,40.095238095238095,14.819037425902469,-25.27620066933563
A4,16,2,workday,50,False,14,0,31.26190476190476,6.619008278251916,-24.64289648365284
A4,16,2,workday,51,False,14,0,29.857142857142854,6.809630575149662,-23.047512281993193
A4,16,2,workday,52,False,14,0,32.14285714285714,10.043824373576243,-22.0990327692809
A4,16,2,workday,53,False,14,2,51.488095238095234,10.556719203310577,-40.93137603478466
A4,16,2,workday,54,False,14,8,60.035714285714285,29.012245430825494,-31.023468854888783
A4,16,2,workday,55,False,14,9,60.238095238095234,23.796168386761575,-36.441926851333655
A4,16,2,workday,56,False,14,6,61.41666666666667,18.88980350153025,-42.52686316513642
A4,16,2,workday,57,False,14,7,56.238095238095234,13.669232975354438,-42.56886226274079
A4,16,2,workday,58,False,14,9,58.29761904761905,19.601097509202855,-38.6965215384162
A4,16,2,workday,59,False,14,9,62.83333333333333,22.373560450199818,-40.45977288313351
A4,16,2,workday,60,False,14,8,60.82142857142858,20.9251022889257,-39.896326282502876
A4,16,2,workday,61,False,14,0,43.261904761904766,12.79778046315297,-30.464124298751795
A4,16,2,workday,62,False,14,0,44.02380952380952,11.86955755105574,-32.154251972753784
A4,16,2,workday,63,False,14,8,56.488095238095234,18.511508358380798,-37.97658687971443
A4,16,2,workday,64,False,14,9,58.3095238095238,18.27506299330485,-40.03446081621895
A4,16,2,workday,65,False,14,7,54.67857142857143,13.518149092369416,-41.16042233620201
A4,16,2,workday,66,False,14,5,54.98809523809525,14.947596305906936,-40.04049893218831
A4,16,2,workday,67,False,14,5,55.583333333333336,17.26663097982534,-38.316702353508
A4,16,2,workday,68,False,14,3,53.52380952380952,16.644785331170066,-36.87902419263946
A4,16,2,workday,69,False,14,0,34.964285714285715,10.511207041463368,-24.45307867282234
A4,16,2,workday,70,False,14,0,32.00000000000001,10.408687459716969,-21.591312540283035
A4,16,2,workday,71,False,14,0,49.04761904761904,13.051535635532948,-35.996083412086094
A4,16,2,workday,72,False,14,4,54.38095238095237,15.194084262643468,-39.186868118308915
A4,16,2,workday,73,False,14,3,54.63095238095237,14.134513443792477,-40.4964389371599
A4,16,2,workday,74,False,14,3,53.92857142857143,12.601191902923622,-41.32737952564781
A4,16,2,workday,75,False,14,3,55.57142857142857,13.967332977746059,-41.604095593682516
A4,16,2,workday,76,False,14,4,56.11904761904763,15.122099908966153,-40.99694771008147
A4,16,2,workday,77,False,14,0,54.54761904761905,12.943457644727866,-41.60416140289118
A4,16,2,workday,78,False,14,1,51.226190476190474,12.769846057778668,-38.456344418411796
A4,16,2,workday,79,False,14,2,51.91666666666667,12.880609936375965,-39.0360567302907
A4,16,2,workday,80,False,14,0,44.57142857142856,11.958798910886108,-32.61262966054246
A4,16,2,workday,81,False,14,0,39.76190476190476,12.816929451669306,-26.944975310235453
A4,16,2,workday,82,False,14,0,41.13095238095237,13.689378456896433,-27.441573924055938
A4,16,2,workday,83,False,14,0,38.95238095238095,15.340132449300574,-23.61224850308037
A4,16,2,workday,84,False,14,0,38.11904761904761,12.240099676767853,-25.878947942279762
A4,16,2,workday,85,False,14,0,36.214285714285715,11.190640518662063,-25.023645195623654
A4,16,2,workday,86,False,14,0,36.91666666666668,12.238922230768027,-24.677744435898642
A4,16,2,workday,87,False,14,0,37.28571428571428,11.453760432841891,-25.831953852872385
A4,16,2,workday,88,False,14,0,36.02380952380952,11.80326915326349,-24.22054037054603
A4,16,2,workday,89,False,14,0,30.0952380952381,12.418740545335053,-17.676497549903043
A4,16,2,workday,90,False,14,0,34.333333333333336,11.132290423632965,-23.20104290970037
A4,16,2,workday,91,False,14,0,34.04761904761905,10.55754983829085,-23.490069209328205
A4,16,2,workday,92,False,14,0,33.69047619047619,8.776049173319349,-24.91442701715684
A4,16,2,workday,93,False,14,0,35.27380952380953,10.567120601444369,-24.706688922365164
A4,16,2,workday,94,False,14,0,33.035714285714285,8.736010733548778,-24.299703552165507
A4,16,2,workday,95,False,14,0,31.142857142857142,8.693638829858068,-22.449218312999076
A4,96,0,offday,0,False,9,0,2.9074074074074066,14.940818035349018,12.033410627941613
A4,96,0,offday,1,False,9,0,21.72222222222222,15.988648928404817,-5.733573293817404
A4,96,0,offday,2,False,9,0,20.63888888888889,17.645211765211513,-2.9936771236773754
A4,96,0,offday,3,False,9,0,21.88888888888889,17.78636396056275,-4.102524928326141
A4,96,0,offday,4,False,9,0,20.805555555555557,17.140440841086267,-3.6651147144692877
A4,96,0,offday,5,False,9,0,36.02777777777778,10.245676111226894,-25.782101666550883
A4,96,0,offday,6,False,9,0,38.27777777777778,10.473889018191926,-27.803888759585853
A4,96,0,offday,7,False,9,0,43.47222222222222,17.34896117842162,-26.1232610438006
A4,96,0,offday,8,False,9,0,45.833333333333336,17.42800821741993,-28.405325115913406
A4,96,0,offday,9,False,9,0,43.5,16.362381675021133,-27.137618324978867
A4,96,0,offday,10,False,9,0,43.22222222222222,13.938398024865327,-29.283824197356896
A4,96,0,offday,11,False,9,0,39.361111111111114,12.578876076801285,-26.782235034309824
A4,96,0,offday,12,False,9,0,40.861111111111114,12.68496014811999,-28.176150962991123
A4,96,0,offday,13,False,9,0,33.861111111111114,12.9514176109905,-20.90969350012061
A4,96,0,offday,14,False,9,0,43.94444444444444,15.347996726914637,-28.59644771752981
A4,96,0,offday,15,False,9,0,42.75,13.5218389306329,-29.228161069367097
A4,96,0,offday,16,False,9,0,40.888888888888886,11.507866686246441,-29.38102220264245
A4,96,0,offday,17,False,9,0,44.666666666666664,14.140792670170486,-30.525873996496177
A4,96,0,offday,18,False,9,0,43.72222222222222,15.89207932811184,-27.83014289411038
A4,96,0,offday,19,False,9,0,41.22222222222222,12.182137918933238,-29.04008430328898
A4,96,0,offday,20,False,9,0,36.75,10.313310017014796,-26.436689982985204
A4,96,0,offday,21,False,9,0,28.805555555555557,13.861652377247003,-14.943903178308554
A4,96,0,offday,22,False,9,0,26.833333333333332,16.071224138111234,-10.7621091952221
A4,96,0,offday,23,False,9,0,37.138888888888886,9.184656908061646,-27.95423198082724
A4,96,0,offday,24,False,9,0,38.77777777777778,12.389087053172775,-26.388690724605006
A4,96,0,offday,25,False,9,0,43.44444444444444,14.670740827141508,-28.773703617302935
A4,96,0,offday,26,False,9,0,42.77777777777778,12.470470002327687,-30.307307775450088
A4,96,0,offday,27,False,9,0,40.75,10.747580966296914,-30.002419033703088
A4,96,0,offday,28,False,9,0,36.44444444444444,11.20169385033524,-25.242750594109207
A4,96,0,offday,29,False,9,0,34.388888888888886,13.396272623297222,-20.992616265591668
A4,96,0,offday,30,False,9,0,29.13888888888889,16.460472923051984,-12.678415965836907
A4,96,0,offday,31,False,9,0,17.0,38.51650857317088,21.516508573170885
A4,96,0,offday,32,False,9,0,15.222222222222221,55.32052743999157,40.09830521776935
A4,96,0,offday,33,False,9,0,16.61111111111111,62.60527244402134,45.99416133291024
A4,96,0,offday,34,False,9,1,20.444444444444443,65.28814740488471,44.84370296044026
A4,96,0,offday,35,False,9,1,20.666666666666668,67.7245790667343,47.05791240006763
A4,96,0,offday,36,False,9,1,18.944444444444443,71.18640942838714,52.241964983942694
A4,96,0,offday,37,False,9,0,16.944444444444443,67.88236572261485,50.93792127817041
A4,96,0,offday,38,False,9,0,16.63888888888889,67.68642405274015,51.04753516385126
A4,96,0,offday,39,False,9,0,15.86111111111111,67.68420402884291,51.82309291773181
A4,96,0,offday,40,False,9,0,15.083333333333334,59.93806010591585,44.85472677258252
A4,96,0,offday,41,False,9,0,12.472222222222221,54.66770968393727,42.19548746171505
A4,96,0,offday,42,False,9,0,17.27777777777778,59.353089116619536,42.07531133884176
A4,96,0,offday,43,False,9,0,17.166666666666668,57.57499940366577,40.40833273699911
A4,96,0,offday,44,False,9,0,17.27777777777778,58.07966480070253,40.80188702292475
A4,96,0,offday,45,False,9,0,17.86111111111111,58.81209925815541,40.95098814704429
A4,96,0,offday,46,False,9,0,16.583333333333332,57.77478138531804,41.19144805198471
A4,96,0,offday,47,False,9,0,19.22222222222222,59.13896777415209,39.91674555192987
A4,96,0,offday,48,False,9,0,17.055555555555557,58.98000882985808,41.92445327430252
A4,96,0,offday,49,False,9,0,11.13888888888889,47.69876910193701,36.55988021304812
A4,96,0,offday,50,False,9,0,8.694444444444445,39.86472632889642,31.170281884451974
A4,96,0,offday,51,False,9,0,9.444444444444445,40.29868059822289,30.85423615377844
A4,96,0,offday,52,False,9,0,12.555555555555555,52.55646729766642,40.000911742110866
A4,96,0,offday,53,False,9,0,15.722222222222221,58.7537173772962,43.03149515507397
A4,96,0,offday,54,False,9,0,16.194444444444443,59.083802767354,42.88935832290956
A4,96,0,offday,55,False,9,0,16.583333333333332,57.88322559278299,41.29989225944966
A4,96,0,offday,56,False,9,0,16.75,58.906657610753186,42.156657610753186
A4,96,0,offday,57,False,9,0,15.722222222222221,56.99115836191652,41.2689361396943
A4,96,0,offday,58,False,9,0,15.5,56.32520409175505,40.82520409175505
A4,96,0,offday,59,False,9,0,16.833333333333332,59.147076139300275,42.31374280596694
A4,96,0,offday,60,False,9,0,16.47222222222222,56.90485723743162,40.43263501520939
A4,96,0,offday,61,False,9,0,14.416666666666666,50.79223477326624,36.375568106599566
A4,96,0,offday,62,False,9,0,15.583333333333334,55.51041876766823,39.92708543433489
A4,96,0,offday,63,False,9,0,15.277777777777779,59.330128904122176,44.0523511263444
A4,96,0,offday,64,False,9,0,14.61111111111111,57.14697243868922,42.53586132757811
A4,96,0,offday,65,False,9,0,14.86111111111111,55.83418439648804,40.973073285376934
A4,96,0,offday,66,False,9,0,15.305555555555555,56.099796874605964,40.79424131905041
A4,96,0,offday,67,False,9,0,15.944444444444445,56.9763475061379,41.03190306169345
A4,96,0,offday,68,False,9,0,16.77777777777778,57.385398381149734,40.607620603371956
A4,96,0,offday,69,False,9,0,10.972222222222221,44.256205620607986,33.283983398385764
A4,96,0,offday,70,False,9,0,10.36111111111111,41.647466793220126,31.286355682109015
A4,96,0,offday,71,False,9,0,16.13888888888889,57.83442457630186,41.69553568741297
A4,96,0,offday,72,False,9,0,14.472222222222221,58.07932925127087,43.60710702904865
A4,96,0,offday,73,False,9,0,16.416666666666668,56.643388676925575,40.226722010258904
A4,96,0,offday,74,False,9,0,18.97222222222222,56.04104113166816,37.06881890944594
